car_type,model_year,interval_start,interval_end,duration,exposure_month,n_censored,n_failed,active_warranties
Convertible,2021,2022-04-01,2022-04-30,6,04,,1.0,959
Convertible,2021,2022-04-01,2022-04-30,15,04,,1.0,959
Convertible,2021,2022-05-01,2022-05-31,1,05,,2.0,980
Convertible,2021,2022-05-01,2022-05-31,3,05,,1.0,980
Convertible,2021,2022-05-01,2022-05-31,5,05,,1.0,980
Convertible,2021,2022-05-01,2022-05-31,7,05,,2.0,980
Convertible,2021,2022-05-01,2022-05-31,8,05,,1.0,980
Convertible,2021,2022-05-01,2022-05-31,11,05,,1.0,980
Convertible,2021,2022-05-01,2022-05-31,12,05,,3.0,980
Convertible,2021,2022-05-01,2022-05-31,17,05,,1.0,980
Convertible,2021,2022-06-01,2022-06-30,1,06,,1.0,995
Convertible,2021,2022-06-01,2022-06-30,2,06,,1.0,995
Convertible,2021,2022-06-01,2022-06-30,4,06,,1.0,995
Convertible,2021,2022-06-01,2022-06-30,6,06,,1.0,995
Convertible,2021,2022-06-01,2022-06-30,7,06,,1.0,995
Convertible,2021,2022-06-01,2022-06-30,8,06,,5.0,995
Convertible,2021,2022-06-01,2022-06-30,9,06,,1.0,995
Convertible,2021,2022-06-01,2022-06-30,11,06,,1.0,995
Convertible,2021,2022-07-01,2022-07-31,1,07,,2.0,1000
Convertible,2021,2022-07-01,2022-07-31,4,07,,1.0,1000
Convertible,2021,2022-07-01,2022-07-31,7,07,,2.0,1000
Convertible,2021,2022-07-01,2022-07-31,8,07,,3.0,1000
Convertible,2021,2022-07-01,2022-07-31,9,07,,2.0,1000
Convertible,2021,2022-07-01,2022-07-31,10,07,,1.0,1000
Convertible,2021,2022-07-01,2022-07-31,11,07,,2.0,1000
Convertible,2021,2022-07-01,2022-07-31,12,07,,1.0,1000
Convertible,2021,2022-07-01,2022-07-31,15,07,,2.0,1000
Convertible,2021,2022-07-01,2022-07-31,17,07,,1.0,1000
Convertible,2021,2022-08-01,2022-08-31,5,08,,1.0,1000
Convertible,2021,2022-08-01,2022-08-31,7,08,,1.0,1000
Convertible,2021,2022-08-01,2022-08-31,10,08,,1.0,1000
Convertible,2021,2022-08-01,2022-08-31,11,08,,1.0,1000
Convertible,2021,2022-08-01,2022-08-31,14,08,,1.0,1000
Convertible,2021,2022-08-01,2022-08-31,17,08,,1.0,1000
Convertible,2021,2022-08-01,2022-08-31,20,08,,1.0,1000
Convertible,2021,2022-09-01,2022-09-30,5,09,,1.0,1000
Convertible,2021,2022-09-01,2022-09-30,6,09,,1.0,1000
Convertible,2021,2022-09-01,2022-09-30,7,09,,2.0,1000
Convertible,2021,2022-09-01,2022-09-30,9,09,,1.0,1000
Convertible,2021,2022-09-01,2022-09-30,10,09,,1.0,1000
Convertible,2021,2022-09-01,2022-09-30,11,09,,3.0,1000
Convertible,2021,2022-09-01,2022-09-30,13,09,,1.0,1000
Convertible,2021,2022-09-01,2022-09-30,15,09,,1.0,1000
Convertible,2021,2022-09-01,2022-09-30,16,09,,1.0,1000
Convertible,2021,2022-09-01,2022-09-30,19,09,,1.0,1000
Convertible,2021,2022-10-01,2022-10-31,3,10,,1.0,1000
Convertible,2021,2022-10-01,2022-10-31,4,10,,1.0,1000
Convertible,2021,2022-10-01,2022-10-31,5,10,,1.0,1000
Convertible,2021,2022-10-01,2022-10-31,8,10,,1.0,1000
Convertible,2021,2022-10-01,2022-10-31,10,10,,2.0,1000
Convertible,2021,2022-10-01,2022-10-31,14,10,,2.0,1000
Convertible,2021,2022-10-01,2022-10-31,15,10,,1.0,1000
Convertible,2021,2022-10-01,2022-10-31,16,10,,1.0,1000
Convertible,2021,2022-10-01,2022-10-31,17,10,,1.0,1000
Convertible,2021,2022-10-01,2022-10-31,18,10,,1.0,1000
Convertible,2021,2022-10-01,2022-10-31,20,10,,2.0,1000
Convertible,2021,2022-11-01,2022-11-30,7,11,,1.0,1000
Convertible,2021,2022-11-01,2022-11-30,10,11,,2.0,1000
Convertible,2021,2022-11-01,2022-11-30,12,11,,1.0,1000
Convertible,2021,2022-11-01,2022-11-30,14,11,,1.0,1000
Convertible,2021,2022-11-01,2022-11-30,15,11,,1.0,1000
Convertible,2021,2022-11-01,2022-11-30,16,11,,2.0,1000
Convertible,2021,2022-12-01,2022-12-31,14,12,,3.0,1000
Convertible,2021,2022-12-01,2022-12-31,15,12,,1.0,1000
Convertible,2021,2022-12-01,2022-12-31,17,12,,1.0,1000
Convertible,2021,2022-12-01,2022-12-31,18,12,,2.0,1000
Convertible,2021,2022-12-01,2022-12-31,26,12,,1.0,1000
Convertible,2021,2023-01-01,2023-01-31,8,01,,1.0,1000
Convertible,2021,2023-01-01,2023-01-31,9,01,,1.0,1000
Convertible,2021,2023-01-01,2023-01-31,10,01,,2.0,1000
Convertible,2021,2023-01-01,2023-01-31,13,01,,1.0,1000
Convertible,2021,2023-01-01,2023-01-31,15,01,,1.0,1000
Convertible,2021,2023-01-01,2023-01-31,17,01,,1.0,1000
Convertible,2021,2023-01-01,2023-01-31,19,01,,1.0,1000
Convertible,2021,2023-01-01,2023-01-31,21,01,,1.0,1000
Convertible,2021,2023-01-01,2023-01-31,22,01,,1.0,1000
Convertible,2021,2023-02-01,2023-02-28,15,02,,1.0,1000
Convertible,2021,2023-02-01,2023-02-28,16,02,,1.0,1000
Convertible,2021,2023-02-01,2023-02-28,17,02,,1.0,1000
Convertible,2021,2023-02-01,2023-02-28,19,02,,1.0,1000
Convertible,2021,2023-02-01,2023-02-28,22,02,,1.0,1000
Convertible,2021,2023-02-01,2023-02-28,25,02,,1.0,1000
Convertible,2021,2023-03-01,2023-03-31,13,03,,1.0,1000
Convertible,2021,2023-03-01,2023-03-31,17,03,,2.0,1000
Convertible,2021,2023-03-01,2023-03-31,22,03,,2.0,1000
Convertible,2021,2023-03-01,2023-03-31,24,03,,1.0,1000
Convertible,2021,2023-04-01,2023-04-30,16,04,,1.0,1000
Convertible,2021,2023-04-01,2023-04-30,17,04,,1.0,1000
Convertible,2021,2023-04-01,2023-04-30,21,04,,1.0,1000
Convertible,2021,2023-04-01,2023-04-30,25,04,,1.0,1000
Convertible,2021,2023-05-01,2023-05-31,10,05,5.0,,1000
Convertible,2021,2023-05-01,2023-05-31,11,05,14.0,,1000
Convertible,2021,2023-05-01,2023-05-31,12,05,21.0,,1000
Convertible,2021,2023-05-01,2023-05-31,13,05,33.0,,1000
Convertible,2021,2023-05-01,2023-05-31,14,05,36.0,1.0,1000
Convertible,2021,2023-05-01,2023-05-31,15,05,45.0,1.0,1000
Convertible,2021,2023-05-01,2023-05-31,16,05,59.0,,1000
Convertible,2021,2023-05-01,2023-05-31,17,05,72.0,,1000
Convertible,2021,2023-05-01,2023-05-31,18,05,60.0,,1000
Convertible,2021,2023-05-01,2023-05-31,19,05,100.0,2.0,1000
Convertible,2021,2023-05-01,2023-05-31,20,05,67.0,,1000
Convertible,2021,2023-05-01,2023-05-31,21,05,80.0,1.0,1000
Convertible,2021,2023-05-01,2023-05-31,22,05,69.0,1.0,1000
Convertible,2021,2023-05-01,2023-05-31,23,05,70.0,,1000
Convertible,2021,2023-05-01,2023-05-31,24,05,56.0,,1000
Convertible,2021,2023-05-01,2023-05-31,25,05,65.0,,1000
Convertible,2021,2023-05-01,2023-05-31,26,05,37.0,,1000
Convertible,2021,2023-05-01,2023-05-31,27,05,49.0,,1000
Convertible,2021,2023-05-01,2023-05-31,28,05,29.0,,1000
Convertible,2021,2023-05-01,2023-05-31,29,05,17.0,,1000
Convertible,2021,2023-05-01,2023-05-31,30,05,11.0,,1000
Convertible,2021,2023-05-01,2023-05-31,31,05,5.0,,1000
Electric Vehicle,2019,2019-08-01,2019-08-31,2,08,,1.0,489
Electric Vehicle,2019,2020-06-01,2020-06-30,6,06,,1.0,996
Electric Vehicle,2019,2020-08-01,2020-08-31,15,08,,1.0,1000
Electric Vehicle,2019,2020-11-01,2020-11-30,21,11,,1.0,1000
Electric Vehicle,2019,2021-02-01,2021-02-28,9,02,,1.0,1000
Electric Vehicle,2019,2021-08-01,2021-08-31,23,08,,1.0,1000
Electric Vehicle,2019,2021-10-01,2021-10-31,21,10,,1.0,1000
Electric Vehicle,2019,2021-10-01,2021-10-31,36,10,4.0,,1000
Electric Vehicle,2019,2021-11-01,2021-11-30,36,11,16.0,,995
Electric Vehicle,2019,2021-12-01,2021-12-31,36,12,23.0,,980
Electric Vehicle,2019,2022-01-01,2022-01-31,36,01,22.0,,957
Electric Vehicle,2019,2022-02-01,2022-02-28,36,02,40.0,,934
Electric Vehicle,2019,2022-03-01,2022-03-31,36,03,41.0,,892
Electric Vehicle,2019,2022-04-01,2022-04-30,36,04,59.0,,854
Electric Vehicle,2019,2022-05-01,2022-05-31,36,05,55.0,,795
Electric Vehicle,2019,2022-06-01,2022-06-30,36,06,74.0,,738
Electric Vehicle,2019,2022-07-01,2022-07-31,36,07,75.0,,666
Electric Vehicle,2019,2022-08-01,2022-08-31,36,08,84.0,,588
Electric Vehicle,2019,2022-09-01,2022-09-30,36,09,87.0,,507
Electric Vehicle,2019,2022-10-01,2022-10-31,30,10,,1.0,419
Electric Vehicle,2019,2022-10-01,2022-10-31,36,10,76.0,,419
Electric Vehicle,2019,2022-11-01,2022-11-30,36,11,64.0,,340
Electric Vehicle,2019,2022-12-01,2022-12-31,36,12,77.0,,278
Electric Vehicle,2019,2023-01-01,2023-01-31,36,01,57.0,,201
Electric Vehicle,2019,2023-02-01,2023-02-28,36,02,30.0,,145
Electric Vehicle,2019,2023-03-01,2023-03-31,36,03,46.0,,115
Electric Vehicle,2019,2023-04-01,2023-04-30,36,04,26.0,,70
Electric Vehicle,2019,2023-05-01,2023-05-31,34,05,2.0,,44
Electric Vehicle,2019,2023-05-01,2023-05-31,35,05,20.0,,44
Electric Vehicle,2019,2023-05-01,2023-05-31,36,05,22.0,,44
Electric Vehicle,2020,2020-01-01,2020-01-31,0,01,,1.0,67
Electric Vehicle,2020,2020-11-01,2020-11-30,5,11,,1.0,756
Electric Vehicle,2020,2021-03-01,2021-03-31,0,03,,1.0,946
Electric Vehicle,2020,2021-09-01,2021-09-30,11,09,,1.0,1000
Electric Vehicle,2020,2021-10-01,2021-10-31,11,10,,1.0,1000
Electric Vehicle,2020,2021-11-01,2021-11-30,6,11,,1.0,1000
Electric Vehicle,2020,2022-05-01,2022-05-31,12,05,,1.0,1000
Electric Vehicle,2020,2022-10-01,2022-10-31,36,10,2.0,,1000
Electric Vehicle,2020,2022-11-01,2022-11-30,36,11,11.0,,997
Electric Vehicle,2020,2022-12-01,2022-12-31,36,12,24.0,,987
Electric Vehicle,2020,2023-01-01,2023-01-31,36,01,32.0,,960
Electric Vehicle,2020,2023-02-01,2023-02-28,36,02,43.0,,931
Electric Vehicle,2020,2023-03-01,2023-03-31,36,03,55.0,,888
Electric Vehicle,2020,2023-04-01,2023-04-30,36,04,45.0,,831
Electric Vehicle,2020,2023-05-01,2023-05-31,22,05,4.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,23,05,4.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,24,05,21.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,25,05,24.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,26,05,28.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,27,05,34.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,28,05,66.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,29,05,62.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,30,05,68.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,31,05,88.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,32,05,78.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,33,05,81.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,34,05,85.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,35,05,75.0,,788
Electric Vehicle,2020,2023-05-01,2023-05-31,36,05,70.0,,788
Electric Vehicle,2021,2021-12-01,2021-12-31,11,12,,1.0,832
Electric Vehicle,2021,2022-01-01,2022-01-31,9,01,,1.0,872
Electric Vehicle,2021,2022-06-01,2022-06-30,6,06,,1.0,994
Electric Vehicle,2021,2022-09-01,2022-09-30,6,09,,1.0,1000
Electric Vehicle,2021,2022-10-01,2022-10-31,10,10,,1.0,1000
Electric Vehicle,2021,2023-01-01,2023-01-31,15,01,,1.0,1000
Electric Vehicle,2021,2023-02-01,2023-02-28,22,02,,1.0,1000
Electric Vehicle,2021,2023-03-01,2023-03-31,16,03,,1.0,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,10,05,5.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,11,05,10.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,12,05,11.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,13,05,18.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,14,05,38.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,15,05,43.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,16,05,41.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,17,05,71.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,18,05,86.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,19,05,77.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,20,05,96.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,21,05,96.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,22,05,91.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,23,05,60.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,24,05,61.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,25,05,43.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,26,05,45.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,27,05,35.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,28,05,31.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,29,05,23.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,30,05,13.0,,1000
Electric Vehicle,2021,2023-05-01,2023-05-31,31,05,6.0,,1000
Hatchback,2019,2018-12-01,2018-12-31,2,12,,1.0,43
Hatchback,2019,2019-03-01,2019-03-31,2,03,,1.0,149
Hatchback,2019,2019-05-01,2019-05-31,4,05,,1.0,275
Hatchback,2019,2019-06-01,2019-06-30,2,06,,1.0,332
Hatchback,2019,2019-07-01,2019-07-31,8,07,,1.0,409
Hatchback,2019,2019-08-01,2019-08-31,0,08,,1.0,501
Hatchback,2019,2019-08-01,2019-08-31,2,08,,1.0,501
Hatchback,2019,2019-08-01,2019-08-31,7,08,,1.0,501
Hatchback,2019,2019-09-01,2019-09-30,7,09,,1.0,591
Hatchback,2019,2019-11-01,2019-11-30,3,11,,2.0,758
Hatchback,2019,2019-11-01,2019-11-30,5,11,,1.0,758
Hatchback,2019,2019-12-01,2019-12-31,1,12,,1.0,806
Hatchback,2019,2019-12-01,2019-12-31,2,12,,1.0,806
Hatchback,2019,2019-12-01,2019-12-31,6,12,,1.0,806
Hatchback,2019,2020-02-01,2020-02-29,1,02,,1.0,900
Hatchback,2019,2020-02-01,2020-02-29,2,02,,1.0,900
Hatchback,2019,2020-02-01,2020-02-29,4,02,,1.0,900
Hatchback,2019,2020-02-01,2020-02-29,5,02,,1.0,900
Hatchback,2019,2020-02-01,2020-02-29,6,02,,1.0,900
Hatchback,2019,2020-02-01,2020-02-29,10,02,,1.0,900
Hatchback,2019,2020-02-01,2020-02-29,11,02,,1.0,900
Hatchback,2019,2020-03-01,2020-03-31,6,03,,1.0,933
Hatchback,2019,2020-04-01,2020-04-30,3,04,,1.0,959
Hatchback,2019,2020-04-01,2020-04-30,5,04,,1.0,959
Hatchback,2019,2020-04-01,2020-04-30,6,04,,1.0,959
Hatchback,2019,2020-04-01,2020-04-30,7,04,,1.0,959
Hatchback,2019,2020-04-01,2020-04-30,8,04,,2.0,959
Hatchback,2019,2020-04-01,2020-04-30,10,04,,1.0,959
Hatchback,2019,2020-04-01,2020-04-30,11,04,,1.0,959
Hatchback,2019,2020-05-01,2020-05-31,8,05,,1.0,987
Hatchback,2019,2020-05-01,2020-05-31,11,05,,1.0,987
Hatchback,2019,2020-05-01,2020-05-31,18,05,,1.0,987
Hatchback,2019,2020-06-01,2020-06-30,2,06,,1.0,995
Hatchback,2019,2020-06-01,2020-06-30,11,06,,1.0,995
Hatchback,2019,2020-06-01,2020-06-30,19,06,1.0,1.0,995
Hatchback,2019,2020-07-01,2020-07-31,7,07,,1.0,999
Hatchback,2019,2020-07-01,2020-07-31,8,07,,1.0,999
Hatchback,2019,2020-07-01,2020-07-31,12,07,,1.0,999
Hatchback,2019,2020-07-01,2020-07-31,13,07,,2.0,999
Hatchback,2019,2020-07-01,2020-07-31,14,07,,1.0,999
Hatchback,2019,2020-07-01,2020-07-31,20,07,1.0,,999
Hatchback,2019,2020-08-01,2020-08-31,9,08,,1.0,998
Hatchback,2019,2020-08-01,2020-08-31,13,08,,2.0,998
Hatchback,2019,2020-08-01,2020-08-31,16,08,,1.0,998
Hatchback,2019,2020-08-01,2020-08-31,17,08,,1.0,998
Hatchback,2019,2020-08-01,2020-08-31,20,08,1.0,,998
Hatchback,2019,2020-08-01,2020-08-31,22,08,1.0,,998
Hatchback,2019,2020-09-01,2020-09-30,8,09,,1.0,996
Hatchback,2019,2020-09-01,2020-09-30,13,09,,1.0,996
Hatchback,2019,2020-09-01,2020-09-30,20,09,,1.0,996
Hatchback,2019,2020-09-01,2020-09-30,21,09,1.0,,996
Hatchback,2019,2020-10-01,2020-10-31,17,10,,1.0,995
Hatchback,2019,2020-10-01,2020-10-31,19,10,1.0,,995
Hatchback,2019,2020-10-01,2020-10-31,21,10,1.0,,995
Hatchback,2019,2020-10-01,2020-10-31,22,10,1.0,,995
Hatchback,2019,2020-11-01,2020-11-30,10,11,,1.0,992
Hatchback,2019,2020-11-01,2020-11-30,14,11,,1.0,992
Hatchback,2019,2020-11-01,2020-11-30,18,11,,1.0,992
Hatchback,2019,2020-11-01,2020-11-30,19,11,1.0,,992
Hatchback,2019,2020-11-01,2020-11-30,21,11,2.0,1.0,992
Hatchback,2019,2020-11-01,2020-11-30,23,11,2.0,,992
Hatchback,2019,2020-11-01,2020-11-30,24,11,1.0,,992
Hatchback,2019,2020-12-01,2020-12-31,7,12,,1.0,986
Hatchback,2019,2020-12-01,2020-12-31,11,12,,1.0,986
Hatchback,2019,2020-12-01,2020-12-31,13,12,,1.0,986
Hatchback,2019,2020-12-01,2020-12-31,15,12,,1.0,986
Hatchback,2019,2020-12-01,2020-12-31,18,12,,2.0,986
Hatchback,2019,2020-12-01,2020-12-31,20,12,,1.0,986
Hatchback,2019,2020-12-01,2020-12-31,22,12,,1.0,986
Hatchback,2019,2020-12-01,2020-12-31,24,12,1.0,,986
Hatchback,2019,2020-12-01,2020-12-31,25,12,1.0,,986
Hatchback,2019,2020-12-01,2020-12-31,26,12,2.0,,986
Hatchback,2019,2021-01-01,2021-01-31,20,01,2.0,,982
Hatchback,2019,2021-01-01,2021-01-31,21,01,,1.0,982
Hatchback,2019,2021-01-01,2021-01-31,22,01,3.0,,982
Hatchback,2019,2021-01-01,2021-01-31,24,01,1.0,,982
Hatchback,2019,2021-01-01,2021-01-31,25,01,1.0,,982
Hatchback,2019,2021-01-01,2021-01-31,26,01,2.0,,982
Hatchback,2019,2021-02-01,2021-02-28,17,02,,1.0,972
Hatchback,2019,2021-02-01,2021-02-28,21,02,4.0,,972
Hatchback,2019,2021-02-01,2021-02-28,23,02,3.0,,972
Hatchback,2019,2021-02-01,2021-02-28,24,02,2.0,,972
Hatchback,2019,2021-02-01,2021-02-28,26,02,1.0,,972
Hatchback,2019,2021-02-01,2021-02-28,28,02,1.0,,972
Hatchback,2019,2021-03-01,2021-03-31,18,03,1.0,1.0,962
Hatchback,2019,2021-03-01,2021-03-31,22,03,3.0,,962
Hatchback,2019,2021-03-01,2021-03-31,23,03,2.0,,962
Hatchback,2019,2021-03-01,2021-03-31,24,03,2.0,,962
Hatchback,2019,2021-03-01,2021-03-31,25,03,7.0,,962
Hatchback,2019,2021-03-01,2021-03-31,26,03,2.0,,962
Hatchback,2019,2021-03-01,2021-03-31,27,03,1.0,,962
Hatchback,2019,2021-03-01,2021-03-31,29,03,1.0,,962
Hatchback,2019,2021-04-01,2021-04-30,17,04,1.0,,943
Hatchback,2019,2021-04-01,2021-04-30,20,04,1.0,,943
Hatchback,2019,2021-04-01,2021-04-30,21,04,3.0,,943
Hatchback,2019,2021-04-01,2021-04-30,22,04,2.0,,943
Hatchback,2019,2021-04-01,2021-04-30,24,04,2.0,,943
Hatchback,2019,2021-04-01,2021-04-30,25,04,1.0,,943
Hatchback,2019,2021-04-01,2021-04-30,26,04,1.0,,943
Hatchback,2019,2021-04-01,2021-04-30,27,04,3.0,,943
Hatchback,2019,2021-04-01,2021-04-30,28,04,3.0,,943
Hatchback,2019,2021-04-01,2021-04-30,30,04,1.0,,943
Hatchback,2019,2021-05-01,2021-05-31,15,05,,1.0,924
Hatchback,2019,2021-05-01,2021-05-31,20,05,1.0,,924
Hatchback,2019,2021-05-01,2021-05-31,21,05,3.0,,924
Hatchback,2019,2021-05-01,2021-05-31,22,05,2.0,,924
Hatchback,2019,2021-05-01,2021-05-31,23,05,3.0,,924
Hatchback,2019,2021-05-01,2021-05-31,24,05,2.0,,924
Hatchback,2019,2021-05-01,2021-05-31,25,05,5.0,,924
Hatchback,2019,2021-05-01,2021-05-31,26,05,1.0,,924
Hatchback,2019,2021-05-01,2021-05-31,27,05,2.0,,924
Hatchback,2019,2021-05-01,2021-05-31,28,05,4.0,,924
Hatchback,2019,2021-05-01,2021-05-31,30,05,1.0,,924
Hatchback,2019,2021-05-01,2021-05-31,31,05,2.0,,924
Hatchback,2019,2021-06-01,2021-06-30,16,06,,2.0,898
Hatchback,2019,2021-06-01,2021-06-30,18,06,1.0,,898
Hatchback,2019,2021-06-01,2021-06-30,21,06,2.0,,898
Hatchback,2019,2021-06-01,2021-06-30,22,06,2.0,,898
Hatchback,2019,2021-06-01,2021-06-30,23,06,3.0,,898
Hatchback,2019,2021-06-01,2021-06-30,24,06,2.0,,898
Hatchback,2019,2021-06-01,2021-06-30,25,06,5.0,,898
Hatchback,2019,2021-06-01,2021-06-30,26,06,4.0,,898
Hatchback,2019,2021-06-01,2021-06-30,27,06,4.0,,898
Hatchback,2019,2021-06-01,2021-06-30,28,06,1.0,,898
Hatchback,2019,2021-06-01,2021-06-30,29,06,1.0,,898
Hatchback,2019,2021-06-01,2021-06-30,32,06,2.0,,898
Hatchback,2019,2021-07-01,2021-07-31,19,07,,1.0,870
Hatchback,2019,2021-07-01,2021-07-31,21,07,1.0,,870
Hatchback,2019,2021-07-01,2021-07-31,22,07,2.0,,870
Hatchback,2019,2021-07-01,2021-07-31,23,07,6.0,1.0,870
Hatchback,2019,2021-07-01,2021-07-31,24,07,5.0,,870
Hatchback,2019,2021-07-01,2021-07-31,25,07,4.0,1.0,870
Hatchback,2019,2021-07-01,2021-07-31,26,07,7.0,1.0,870
Hatchback,2019,2021-07-01,2021-07-31,27,07,5.0,,870
Hatchback,2019,2021-07-01,2021-07-31,28,07,2.0,,870
Hatchback,2019,2021-07-01,2021-07-31,29,07,4.0,,870
Hatchback,2019,2021-07-01,2021-07-31,30,07,3.0,,870
Hatchback,2019,2021-08-01,2021-08-31,19,08,2.0,1.0,833
Hatchback,2019,2021-08-01,2021-08-31,21,08,2.0,,833
Hatchback,2019,2021-08-01,2021-08-31,22,08,5.0,,833
Hatchback,2019,2021-08-01,2021-08-31,23,08,7.0,,833
Hatchback,2019,2021-08-01,2021-08-31,24,08,3.0,,833
Hatchback,2019,2021-08-01,2021-08-31,25,08,5.0,,833
Hatchback,2019,2021-08-01,2021-08-31,26,08,7.0,,833
Hatchback,2019,2021-08-01,2021-08-31,27,08,4.0,,833
Hatchback,2019,2021-08-01,2021-08-31,28,08,4.0,,833
Hatchback,2019,2021-08-01,2021-08-31,29,08,3.0,,833
Hatchback,2019,2021-08-01,2021-08-31,30,08,2.0,,833
Hatchback,2019,2021-08-01,2021-08-31,31,08,2.0,,833
Hatchback,2019,2021-08-01,2021-08-31,32,08,2.0,,833
Hatchback,2019,2021-08-01,2021-08-31,34,08,,1.0,833
Hatchback,2019,2021-09-01,2021-09-30,15,09,,1.0,785
Hatchback,2019,2021-09-01,2021-09-30,18,09,1.0,,785
Hatchback,2019,2021-09-01,2021-09-30,19,09,2.0,,785
Hatchback,2019,2021-09-01,2021-09-30,20,09,1.0,1.0,785
Hatchback,2019,2021-09-01,2021-09-30,21,09,1.0,1.0,785
Hatchback,2019,2021-09-01,2021-09-30,23,09,9.0,,785
Hatchback,2019,2021-09-01,2021-09-30,24,09,6.0,,785
Hatchback,2019,2021-09-01,2021-09-30,25,09,4.0,,785
Hatchback,2019,2021-09-01,2021-09-30,26,09,5.0,,785
Hatchback,2019,2021-09-01,2021-09-30,27,09,4.0,1.0,785
Hatchback,2019,2021-09-01,2021-09-30,28,09,8.0,,785
Hatchback,2019,2021-09-01,2021-09-30,29,09,4.0,,785
Hatchback,2019,2021-09-01,2021-09-30,30,09,1.0,,785
Hatchback,2019,2021-09-01,2021-09-30,31,09,4.0,,785
Hatchback,2019,2021-09-01,2021-09-30,32,09,1.0,,785
Hatchback,2019,2021-09-01,2021-09-30,33,09,2.0,,785
Hatchback,2019,2021-10-01,2021-10-31,20,10,2.0,,730
Hatchback,2019,2021-10-01,2021-10-31,21,10,3.0,,730
Hatchback,2019,2021-10-01,2021-10-31,22,10,2.0,,730
Hatchback,2019,2021-10-01,2021-10-31,23,10,4.0,,730
Hatchback,2019,2021-10-01,2021-10-31,24,10,7.0,,730
Hatchback,2019,2021-10-01,2021-10-31,25,10,7.0,,730
Hatchback,2019,2021-10-01,2021-10-31,26,10,10.0,,730
Hatchback,2019,2021-10-01,2021-10-31,27,10,7.0,,730
Hatchback,2019,2021-10-01,2021-10-31,28,10,6.0,,730
Hatchback,2019,2021-10-01,2021-10-31,29,10,6.0,1.0,730
Hatchback,2019,2021-10-01,2021-10-31,30,10,4.0,,730
Hatchback,2019,2021-10-01,2021-10-31,31,10,2.0,,730
Hatchback,2019,2021-10-01,2021-10-31,32,10,2.0,,730
Hatchback,2019,2021-10-01,2021-10-31,33,10,3.0,,730
Hatchback,2019,2021-10-01,2021-10-31,34,10,1.0,,730
Hatchback,2019,2021-10-01,2021-10-31,36,10,1.0,,730
Hatchback,2019,2021-11-01,2021-11-30,20,11,1.0,,665
Hatchback,2019,2021-11-01,2021-11-30,21,11,4.0,,665
Hatchback,2019,2021-11-01,2021-11-30,22,11,3.0,,665
Hatchback,2019,2021-11-01,2021-11-30,23,11,,1.0,665
Hatchback,2019,2021-11-01,2021-11-30,24,11,6.0,,665
Hatchback,2019,2021-11-01,2021-11-30,25,11,2.0,,665
Hatchback,2019,2021-11-01,2021-11-30,26,11,3.0,1.0,665
Hatchback,2019,2021-11-01,2021-11-30,27,11,15.0,1.0,665
Hatchback,2019,2021-11-01,2021-11-30,28,11,8.0,,665
Hatchback,2019,2021-11-01,2021-11-30,29,11,5.0,,665
Hatchback,2019,2021-11-01,2021-11-30,30,11,8.0,,665
Hatchback,2019,2021-11-01,2021-11-30,31,11,1.0,,665
Hatchback,2019,2021-11-01,2021-11-30,32,11,2.0,,665
Hatchback,2019,2021-11-01,2021-11-30,34,11,2.0,,665
Hatchback,2019,2021-11-01,2021-11-30,35,11,2.0,,665
Hatchback,2019,2021-11-01,2021-11-30,36,11,2.0,,665
