vin,manufacture_date,purchase_date,model_year,car_type,annual_mileage,n_fails,nvlw_timeout,days_to_mileout,nvlw_mileout,nvlw_end_date
5247,2018-12-20,2019-10-06,2019,Compact SUV,16396.948361259616,0.0,2022-10-06,801.3686272895345,2021-12-15,2021-12-15
5248,2018-10-21,2019-05-31,2019,Compact SUV,12291.841782149539,0.0,2022-05-31,1069.0017194235427,2022-05-04,2022-05-04
5249,2019-05-11,2020-03-10,2019,Compact SUV,16826.12394969625,0.0,2023-03-10,780.9285156393494,2022-04-30,2022-04-30
5250,2019-01-06,2019-10-07,2019,Compact SUV,11853.34767188785,0.0,2022-10-07,1108.5475904130997,2022-10-20,2022-10-07
5251,2019-03-03,2019-11-08,2019,Compact SUV,16620.540091103096,0.0,2022-11-08,790.5880271023074,2022-01-07,2022-01-07
5252,2018-12-22,2019-11-20,2019,Compact SUV,14448.603625465486,0.0,2022-11-20,909.430443288022,2022-05-17,2022-05-17
5253,2019-01-28,2019-11-12,2019,Compact SUV,17938.851497668005,0.0,2022-11-12,732.4883648046341,2021-11-13,2021-11-13
5254,2019-06-23,2020-01-30,2019,Compact SUV,15034.229166455803,0.0,2023-01-30,874.0055678622894,2022-06-22,2022-06-22
5255,2019-05-28,2019-08-22,2019,Compact SUV,16445.44854416755,0.0,2022-08-22,799.0052666979495,2021-10-29,2021-10-29
5256,2018-09-24,2019-01-15,2019,Compact SUV,13577.798326891014,0.0,2022-01-15,967.7563095024068,2021-09-09,2021-09-09
5257,2018-11-19,2019-09-08,2019,Compact SUV,12579.242576320315,0.0,2022-09-08,1044.5779958751473,2022-07-19,2022-07-19
5258,2019-02-11,2019-05-26,2019,Compact SUV,16108.367478014048,0.0,2022-05-26,815.7251203720361,2021-08-19,2021-08-19
5259,2019-04-26,2019-11-14,2019,Compact SUV,20039.935067432107,0.0,2022-11-14,655.6907472896189,2021-08-31,2021-08-31
5260,2018-09-29,2019-02-04,2019,Compact SUV,15273.365908208008,0.0,2022-02-04,860.3211681675535,2021-06-13,2021-06-13
5261,2019-03-17,2019-06-04,2019,Compact SUV,15328.331048670678,0.0,2022-06-04,857.2361830050338,2021-10-08,2021-10-08
5262,2019-03-05,2020-02-13,2019,Compact SUV,18157.85442358706,1.0,2023-02-13,723.6537805331853,2022-02-06,2022-02-06
5263,2019-01-08,2019-05-14,2019,Compact SUV,17835.81352067204,0.0,2022-05-14,736.7199698948689,2021-05-20,2021-05-20
5264,2018-12-03,2019-03-05,2019,Compact SUV,15587.328479074085,0.0,2022-03-05,842.9924356595415,2021-06-25,2021-06-25
5265,2019-03-11,2020-01-03,2019,Compact SUV,16424.164267191296,0.0,2023-01-03,800.0407074744313,2022-03-13,2022-03-13
5266,2019-06-07,2019-08-23,2019,Compact SUV,15800.453871001708,0.0,2022-08-23,831.6216804452439,2021-12-02,2021-12-02
5267,2019-03-19,2019-10-18,2019,Compact SUV,17271.450029930234,0.0,2022-10-18,760.7930994345745,2021-11-17,2021-11-17
5268,2018-08-10,2018-11-13,2019,Compact SUV,16207.637096173396,0.0,2021-11-13,810.7289126742811,2021-02-01,2021-02-01
5269,2019-01-11,2019-09-02,2019,Compact SUV,13920.325504833914,0.0,2022-09-02,943.9434440981324,2022-04-03,2022-04-03
5270,2019-02-21,2019-12-01,2019,Compact SUV,17180.28727235338,0.0,2022-12-01,764.8300515408124,2022-01-04,2022-01-04
5271,2019-02-04,2019-12-27,2019,Compact SUV,12002.374018567043,0.0,2022-12-27,1094.7834136540914,2022-12-26,2022-12-26
5272,2019-06-05,2019-09-16,2019,Compact SUV,14889.478288644139,0.0,2022-09-16,882.5023782076753,2022-02-15,2022-02-15
5273,2019-01-04,2019-05-18,2019,Compact SUV,16940.779197822805,0.0,2022-05-18,775.6431889324622,2021-07-02,2021-07-02
5274,2018-12-02,2019-08-20,2019,Compact SUV,17673.863456191764,0.0,2022-08-20,743.4707206248448,2021-09-01,2021-09-01
5275,2019-03-23,2019-07-09,2019,Compact SUV,17591.22882811539,0.0,2022-07-09,746.9631671778858,2021-07-25,2021-07-25
5276,2019-07-17,2019-10-11,2019,Compact SUV,11822.288203805743,0.0,2022-10-11,1111.4599621898972,2022-10-26,2022-10-11
5277,2018-09-06,2018-11-21,2019,Compact SUV,17620.333320942445,0.0,2021-11-21,745.729366219344,2020-12-06,2020-12-06
5278,2019-01-12,2019-08-07,2019,Compact SUV,13187.099044436918,1.0,2022-08-07,996.4283998870255,2022-04-29,2022-04-29
5279,2018-12-04,2019-04-12,2019,Compact SUV,14817.653649042053,0.0,2022-04-12,886.7800740402304,2021-09-15,2021-09-15
5280,2019-06-30,2020-05-26,2019,Compact SUV,16454.400006833865,0.0,2023-05-26,798.5705947675197,2022-08-03,2022-08-03
5281,2019-07-20,2019-11-11,2019,Compact SUV,13723.558353676595,0.0,2022-11-11,957.4776206988431,2022-06-25,2022-06-25
5282,2019-07-22,2019-10-26,2019,Compact SUV,16386.39704879303,0.0,2022-10-26,801.8846339969439,2022-01-05,2022-01-05
5283,2019-01-11,2019-08-20,2019,Compact SUV,16817.844028464064,0.0,2022-08-20,781.3129898077696,2021-10-09,2021-10-09
5284,2018-09-03,2019-01-24,2019,Compact SUV,9622.975498402488,0.0,2022-01-24,1365.4820177170122,2022-10-20,2022-01-24
5285,2018-08-31,2019-07-29,2019,Compact SUV,20631.289200104213,1.0,2022-07-29,636.8966995980857,2021-04-26,2021-04-26
5286,2019-04-21,2020-01-14,2019,Compact SUV,16729.696468091293,0.0,2023-01-14,785.4296714266183,2022-03-09,2022-03-09
5287,2019-03-10,2019-08-03,2019,Compact SUV,9097.130996745094,0.0,2022-08-03,1444.4114308897413,2023-07-17,2022-08-03
5288,2018-12-16,2019-06-16,2019,Compact SUV,11955.782391630171,0.0,2022-06-16,1099.0497793936813,2022-06-19,2022-06-16
5289,2019-07-03,2019-11-28,2019,Compact SUV,17612.988294542185,0.0,2022-11-28,746.0403527362673,2021-12-13,2021-12-13
5290,2019-02-10,2019-10-26,2019,Compact SUV,10683.86048803199,0.0,2022-10-26,1229.8925107379832,2023-03-09,2022-10-26
5291,2019-03-30,2020-01-02,2019,Compact SUV,14310.59654392074,0.0,2023-01-02,918.2007164880894,2022-07-08,2022-07-08
5292,2019-02-10,2019-10-01,2019,Compact SUV,18293.69562243403,0.0,2022-10-01,718.2802355083508,2021-09-18,2021-09-18
5293,2019-05-25,2020-01-25,2019,Compact SUV,13189.009950144371,0.0,2023-01-25,996.284031149447,2022-10-17,2022-10-17
5294,2019-05-03,2019-09-03,2019,Compact SUV,15224.185807272574,0.0,2022-09-03,863.1003435154502,2022-01-13,2022-01-13
5295,2019-07-05,2020-01-05,2019,Compact SUV,10792.380882560798,0.0,2023-01-05,1217.525599122681,2023-05-07,2023-01-05
5296,2018-11-19,2019-09-09,2019,Compact SUV,14510.651841701449,0.0,2022-09-09,905.5416767865381,2022-03-03,2022-03-03
5297,2019-02-08,2020-01-16,2019,Compact SUV,17305.908432503198,0.0,2023-01-16,759.2782575528383,2022-02-13,2022-02-13
5298,2018-12-10,2019-04-08,2019,Compact SUV,10861.50760228778,0.0,2022-04-08,1209.7768082611565,2022-07-31,2022-04-08
5299,2018-11-08,2019-02-22,2019,Compact SUV,15521.708422887781,0.0,2022-02-22,846.5562966396279,2021-06-18,2021-06-18
5300,2019-06-19,2019-12-28,2019,Compact SUV,15888.9476048434,0.0,2022-12-28,826.9899509263003,2022-04-03,2022-04-03
5301,2019-05-16,2020-01-28,2019,Compact SUV,14160.220779786288,0.0,2023-01-28,927.9516332653052,2022-08-13,2022-08-13
5302,2018-08-10,2019-06-08,2019,Compact SUV,21617.48319547688,0.0,2022-06-08,607.841342175732,2021-02-05,2021-02-05
5303,2019-03-26,2019-09-17,2019,Compact SUV,12119.507658324721,0.0,2022-09-17,1084.2024585853796,2022-09-05,2022-09-05
5304,2018-11-17,2019-04-20,2019,Compact SUV,14824.267561712653,1.0,2022-04-20,886.3844331801799,2021-09-22,2021-09-22
5305,2019-04-06,2019-10-30,2019,Compact SUV,15086.77811086031,0.0,2022-10-30,870.9613082027826,2022-03-19,2022-03-19
5306,2018-09-19,2019-07-14,2019,Compact SUV,16944.465635112032,0.0,2022-07-14,775.4744400302313,2021-08-27,2021-08-27
5307,2019-02-24,2019-11-12,2019,Compact SUV,15534.90783499597,0.0,2022-11-12,845.8370104004812,2022-03-07,2022-03-07
5308,2019-04-11,2019-09-21,2019,Compact SUV,13662.501311387132,0.0,2022-09-21,961.7565408062104,2022-05-10,2022-05-10
5309,2019-07-22,2019-11-25,2019,Compact SUV,12381.717891065562,0.0,2022-11-25,1061.2420760677808,2022-10-21,2022-10-21
5310,2019-05-02,2019-10-08,2019,Compact SUV,15666.834958212949,0.0,2022-10-08,838.7143947738903,2022-01-24,2022-01-24
5311,2018-10-29,2019-09-05,2019,Compact SUV,11240.533563720568,0.0,2022-09-05,1168.9836541576697,2022-11-17,2022-09-05
5312,2019-04-06,2019-07-29,2019,Compact SUV,14911.82417951476,0.0,2022-07-29,881.1799174812686,2021-12-26,2021-12-26
5313,2019-03-16,2020-02-01,2019,Compact SUV,19583.417033491503,0.0,2023-02-01,670.975855619477,2021-12-03,2021-12-03
5314,2018-10-27,2019-06-17,2019,Compact SUV,18633.80645717209,0.0,2022-06-17,705.1699302663121,2021-05-22,2021-05-22
5315,2019-02-28,2019-09-02,2019,Compact SUV,14962.764329348553,0.0,2022-09-02,878.1799746873437,2022-01-27,2022-01-27
5316,2019-06-26,2019-09-08,2019,Compact SUV,17417.51580343023,0.0,2022-09-08,754.4129799160103,2021-10-01,2021-10-01
5317,2019-06-13,2019-12-20,2019,Compact SUV,17556.698066910976,0.0,2022-12-20,748.4323048628885,2022-01-06,2022-01-06
5318,2019-03-30,2020-02-15,2019,Compact SUV,12055.871358136767,0.0,2023-02-15,1089.9253657954412,2023-02-09,2023-02-09
5319,2019-02-12,2019-12-09,2019,Compact SUV,16056.873048978814,0.0,2022-12-09,818.3411527212442,2022-03-06,2022-03-06
5320,2019-03-23,2019-08-06,2019,Compact SUV,15469.61780826658,0.0,2022-08-06,849.4068931023178,2021-12-02,2021-12-02
5321,2019-03-29,2019-11-08,2019,Compact SUV,14944.618827173575,0.0,2022-11-08,879.2462458866956,2022-04-05,2022-04-05
5322,2019-01-18,2019-08-26,2019,Compact SUV,13798.527573685093,0.0,2022-08-26,952.2755185168481,2022-04-04,2022-04-04
5323,2019-07-09,2019-12-04,2019,Compact SUV,11587.664561352469,0.0,2022-12-04,1133.964478383757,2023-01-11,2022-12-04
5324,2019-03-09,2019-10-29,2019,Compact SUV,15074.721348318648,0.0,2022-10-29,871.6579030806141,2022-03-19,2022-03-19
5325,2019-05-14,2019-10-17,2019,Compact SUV,15117.256941328662,0.0,2022-10-17,869.2053096006398,2022-03-04,2022-03-04
5326,2019-01-29,2019-10-30,2019,Compact SUV,16810.351670178534,0.0,2022-10-30,781.6612202890606,2021-12-20,2021-12-20
5327,2019-03-29,2019-06-25,2019,Compact SUV,13674.74248874082,0.0,2022-06-25,960.8956081490307,2022-02-10,2022-02-10
5328,2019-03-11,2019-05-10,2019,Compact SUV,10609.66869154803,0.0,2022-05-10,1238.492961657484,2022-09-29,2022-05-10
5329,2019-06-24,2019-12-19,2019,Compact SUV,20513.864378037135,0.0,2022-12-19,640.5424038031638,2021-09-20,2021-09-20
5330,2018-12-29,2019-12-18,2019,Compact SUV,14430.925788565703,0.0,2022-12-18,910.5444926070811,2022-06-16,2022-06-16
5331,2018-10-11,2019-06-04,2019,Compact SUV,9477.378076726309,0.0,2022-06-04,1386.4594082479446,2023-03-21,2022-06-04
5332,2019-02-16,2019-04-22,2019,Compact SUV,14681.923707232445,0.0,2022-04-22,894.978087478218,2021-10-03,2021-10-03
5333,2018-12-17,2019-06-25,2019,Compact SUV,14547.998253742333,1.0,2022-06-25,903.2170454529619,2021-12-14,2021-12-14
5334,2018-09-12,2018-12-01,2019,Compact SUV,14828.873526439877,0.0,2021-12-01,886.1091152049671,2021-05-05,2021-05-05
5335,2019-06-18,2019-09-05,2019,Compact SUV,16615.482450313102,0.0,2022-09-05,790.8286767654099,2021-11-04,2021-11-04
5336,2018-11-19,2019-07-04,2019,Compact SUV,16401.669708480633,0.0,2022-07-04,801.1379471448473,2021-09-12,2021-09-12
5337,2018-09-21,2019-03-16,2019,Compact SUV,15013.594716156962,0.0,2022-03-16,875.2067874763742,2021-08-07,2021-08-07
5338,2019-06-27,2020-02-04,2019,Compact SUV,17012.889993333232,0.0,2023-02-04,772.3555495362114,2022-03-17,2022-03-17
5339,2019-06-10,2019-12-23,2019,Compact SUV,15073.285965526697,0.0,2022-12-23,871.7409083893048,2022-05-13,2022-05-13
5340,2018-11-24,2019-07-29,2019,Compact SUV,12378.655553670986,0.0,2022-07-29,1061.5046151844197,2022-06-25,2022-06-25
5341,2019-06-15,2020-01-15,2019,Compact SUV,14398.300464793825,0.0,2023-01-15,912.6077089535272,2022-07-16,2022-07-16
5342,2019-04-13,2019-12-20,2019,Compact SUV,15272.30716349634,0.0,2022-12-20,860.3808094828692,2022-04-28,2022-04-28
5343,2019-01-17,2019-09-14,2019,Compact SUV,12731.069949786553,0.0,2022-09-14,1032.1206349369172,2022-07-12,2022-07-12
5344,2018-09-12,2019-05-31,2019,Compact SUV,16337.756683167092,1.0,2022-05-31,804.2719851213255,2021-08-12,2021-08-12
5345,2019-03-30,2019-12-08,2019,Compact SUV,17394.044064600585,0.0,2022-12-08,755.4309941494179,2022-01-01,2022-01-01
5346,2019-03-02,2019-09-23,2019,Compact SUV,14791.428400542667,0.0,2022-09-23,888.3523378660252,2022-02-27,2022-02-27
5347,2019-07-06,2019-10-30,2019,Compact SUV,10340.782360685116,0.0,2022-10-30,1270.696891364555,2023-04-23,2022-10-30
5348,2019-04-06,2019-09-29,2019,Compact SUV,16300.870044325278,0.0,2022-09-29,806.091942593846,2021-12-13,2021-12-13
5349,2019-05-23,2019-07-28,2019,Compact SUV,18275.19831035384,0.0,2022-07-28,719.007245604307,2021-07-16,2021-07-16
5350,2019-03-27,2019-12-22,2019,Compact SUV,8055.262746352223,0.0,2022-12-22,1631.2317069918508,2024-06-09,2022-12-22
5351,2019-05-03,2020-04-17,2019,Compact SUV,16736.683196278114,0.0,2023-04-17,785.1017938202988,2022-06-11,2022-06-11
5352,2019-01-31,2019-08-04,2019,Compact SUV,15815.966738782849,0.0,2022-08-04,830.8059960558071,2021-11-12,2021-11-12
5353,2019-02-23,2019-05-20,2019,Compact SUV,17018.765923483745,0.0,2022-05-20,772.0888846510582,2021-06-30,2021-06-30
5354,2019-05-12,2019-10-06,2019,Compact SUV,13654.307017519723,0.0,2022-10-06,962.333715152309,2022-05-25,2022-05-25
5355,2019-01-06,2019-05-23,2019,Compact SUV,11199.571196228651,0.0,2022-05-23,1173.2592051760669,2022-08-08,2022-05-23
5356,2019-07-15,2020-02-17,2019,Compact SUV,17868.97182806176,0.0,2023-02-17,735.3528857975311,2022-02-21,2022-02-21
5357,2018-11-07,2019-05-15,2019,Compact SUV,17511.67767262383,0.0,2022-05-15,750.3564333268813,2021-06-03,2021-06-03
5358,2018-10-20,2019-09-03,2019,Compact SUV,13968.671984590697,0.0,2022-09-03,940.676394613258,2022-04-01,2022-04-01
5359,2018-12-25,2019-08-08,2019,Compact SUV,17843.87160722974,0.0,2022-08-08,736.3872756558119,2021-08-13,2021-08-13
5360,2018-09-29,2019-06-10,2019,Compact SUV,12601.681593068675,0.0,2022-06-10,1042.7179819578537,2022-04-18,2022-04-18
5361,2019-06-12,2020-03-21,2019,Compact SUV,17059.480315123634,0.0,2023-03-21,770.24620664154,2022-04-30,2022-04-30
5362,2019-01-22,2019-08-27,2019,Compact SUV,10534.385385033169,0.0,2022-08-27,1247.3437718225862,2023-01-25,2022-08-27
5363,2018-11-10,2019-03-18,2019,Compact SUV,17499.625532547554,0.0,2022-03-18,750.8732101473207,2021-04-07,2021-04-07
5364,2019-02-04,2019-08-05,2019,Compact SUV,15108.237227613034,0.0,2022-08-05,869.7242306987526,2021-12-22,2021-12-22
5365,2019-04-11,2020-03-12,2019,Compact SUV,8369.228187113995,0.0,2023-03-12,1570.0372491015967,2024-06-29,2023-03-12
5366,2019-02-13,2019-10-03,2019,Compact SUV,16163.933086323537,0.0,2022-10-03,812.9209598818424,2021-12-24,2021-12-24
5367,2018-08-11,2018-11-07,2019,Compact SUV,12538.158551476587,0.0,2021-11-07,1048.0007846489177,2021-09-20,2021-09-20
5368,2018-11-29,2019-07-23,2019,Compact SUV,16338.405578573402,0.0,2022-07-23,804.2400426900974,2021-10-04,2021-10-04
5369,2019-03-22,2019-08-17,2019,Compact SUV,15828.29045795086,0.0,2022-08-17,830.1591403637353,2021-11-24,2021-11-24
5370,2019-04-01,2019-11-10,2019,Compact SUV,16209.956491291814,0.0,2022-11-10,810.6129098532108,2022-01-29,2022-01-29
5371,2019-01-16,2019-05-27,2019,Compact SUV,17617.070631953975,0.0,2022-05-27,745.8674756157569,2021-06-11,2021-06-11
5372,2019-02-04,2020-01-07,2019,Compact SUV,13409.375793050198,0.0,2023-01-07,979.9113846007797,2022-09-13,2022-09-13
5373,2019-07-01,2019-09-23,2019,Compact SUV,9728.539738985542,0.0,2022-09-23,1350.6651925718702,2023-06-05,2022-09-23
5374,2019-01-30,2020-01-05,2019,Compact SUV,15016.244891489838,0.0,2023-01-05,875.0523246625286,2022-05-29,2022-05-29
5375,2019-06-07,2020-03-26,2019,Compact SUV,8316.61100167507,0.0,2023-03-26,1579.9704948750687,2024-07-23,2023-03-26
5376,2019-05-15,2020-01-03,2019,Compact SUV,8402.951542405859,0.0,2023-01-03,1563.736257871823,2024-04-15,2023-01-03
5377,2018-08-05,2019-06-01,2019,Compact SUV,8949.883688808779,0.0,2022-06-01,1468.175504496296,2023-06-08,2022-06-01
5378,2019-03-01,2019-12-22,2019,Compact SUV,14148.181983801045,0.0,2022-12-22,928.7412343893114,2022-07-08,2022-07-08
5379,2018-12-09,2019-05-27,2019,Compact SUV,13033.223436872318,1.0,2022-05-27,1008.1926442560325,2022-02-28,2022-02-28
5380,2018-11-29,2019-07-21,2019,Compact SUV,12380.107762925261,0.0,2022-07-21,1061.380098754099,2022-06-16,2022-06-16
5381,2019-06-10,2020-02-09,2019,Compact SUV,11383.137924291303,0.0,2023-02-09,1154.3389957491072,2023-04-08,2023-02-09
5382,2018-11-27,2019-06-02,2019,Compact SUV,17876.294578590016,0.0,2022-06-02,735.0516597403494,2021-06-06,2021-06-06
5383,2018-08-14,2018-11-14,2019,Compact SUV,17949.046634709837,0.0,2021-11-14,732.0723082077179,2020-11-15,2020-11-15
5384,2018-08-31,2018-12-20,2019,Compact SUV,20736.95167069948,0.0,2021-12-20,633.6514743662309,2020-09-14,2020-09-14
5385,2019-01-25,2019-05-25,2019,Compact SUV,17479.864232422795,0.0,2022-05-25,751.7220857829702,2021-06-15,2021-06-15
5386,2019-01-23,2019-09-07,2019,Compact SUV,14515.127966709742,0.0,2022-09-07,905.2624289731664,2022-02-28,2022-02-28
5387,2018-10-06,2018-12-18,2019,Compact SUV,8502.721821180938,0.0,2021-12-18,1545.3874978324286,2023-03-12,2021-12-18
5388,2018-12-16,2019-02-27,2019,Compact SUV,8872.773840634605,0.0,2022-02-27,1480.934850364696,2023-03-19,2022-02-27
5389,2019-01-11,2019-07-06,2019,Compact SUV,19245.79291946938,0.0,2022-07-06,682.7466166232801,2021-05-19,2021-05-19
5390,2018-10-25,2019-07-01,2019,Compact SUV,8245.734203220214,0.0,2022-07-01,1593.5512443353346,2023-11-11,2022-07-01
5391,2018-11-28,2019-03-04,2019,Compact SUV,19454.3717579092,0.0,2022-03-04,675.426591180356,2021-01-07,2021-01-07
5392,2018-09-23,2018-12-26,2019,Compact SUV,19631.684914165548,0.0,2021-12-26,669.326145842868,2020-10-25,2020-10-25
5393,2019-06-06,2020-04-15,2019,Compact SUV,18625.869395789923,0.0,2023-04-15,705.4704250728873,2022-03-21,2022-03-21
5394,2019-05-11,2019-08-05,2019,Compact SUV,13169.710979461532,0.0,2022-08-05,997.7439915342208,2022-04-29,2022-04-29
5395,2019-06-15,2019-11-23,2019,Compact SUV,20706.731086581345,0.0,2022-11-23,634.5762614609488,2021-08-19,2021-08-19
5396,2018-09-26,2019-07-19,2019,Compact SUV,13358.044457944861,0.0,2022-07-19,983.6769177830386,2022-03-29,2022-03-29
5397,2019-07-09,2020-03-30,2019,Compact SUV,12440.867443684387,0.0,2023-03-30,1056.1964476737937,2023-02-19,2023-02-19
5398,2019-05-23,2019-12-28,2019,Compact SUV,14542.57715110165,0.0,2022-12-28,903.5537417798467,2022-06-19,2022-06-19
5399,2018-09-04,2019-07-05,2019,Compact SUV,15013.222608083079,0.0,2022-07-05,875.2284797885738,2021-11-26,2021-11-26
5400,2018-12-31,2019-09-10,2019,Compact SUV,20146.012006555524,0.0,2022-09-10,652.2382690789739,2021-06-23,2021-06-23
5401,2019-06-05,2020-01-09,2019,Compact SUV,13851.733191798052,0.0,2023-01-09,948.6177518767479,2022-08-15,2022-08-15
5402,2018-09-14,2019-09-04,2019,Compact SUV,18293.238805774712,1.0,2022-09-04,718.2981723199302,2021-08-22,2021-08-22
5403,2018-12-19,2019-10-15,2019,Compact SUV,16909.41908222867,0.0,2022-10-15,777.0816925230611,2021-11-30,2021-11-30
5404,2019-02-14,2019-09-25,2019,Compact SUV,14067.127479750076,0.0,2022-09-25,934.0926225994117,2022-04-16,2022-04-16
5405,2018-08-13,2019-04-06,2019,Compact SUV,14394.955695986218,0.0,2022-04-06,912.8197597484693,2021-10-05,2021-10-05
5406,2018-11-10,2019-06-17,2019,Compact SUV,11437.0803784108,0.0,2022-06-17,1148.894609921927,2022-08-09,2022-06-17
5407,2019-06-27,2020-02-22,2019,Compact SUV,14663.719742558242,0.0,2023-02-22,896.0891390923151,2022-08-06,2022-08-06
5408,2018-08-18,2019-08-06,2019,Compact SUV,16565.28612628988,0.0,2022-08-06,793.2250550834863,2021-10-07,2021-10-07
5409,2019-03-09,2019-07-01,2019,Compact SUV,11207.120169152839,0.0,2022-07-01,1172.4689127691643,2022-09-15,2022-07-01
5410,2019-05-10,2020-05-04,2019,Compact SUV,17499.325249405236,0.0,2023-05-04,750.8860949050936,2022-05-25,2022-05-25
5411,2019-05-08,2020-03-28,2019,Compact SUV,14275.00392456196,0.0,2023-03-28,920.490114709598,2022-10-04,2022-10-04
5412,2019-03-07,2019-06-10,2019,Compact SUV,19441.69452254194,0.0,2022-06-10,675.8670127629382,2021-04-16,2021-04-16
5413,2018-08-14,2019-06-17,2019,Compact SUV,11408.801400240514,0.0,2022-06-17,1151.7423731929443,2022-08-12,2022-06-17
5414,2019-05-29,2020-03-12,2019,Compact SUV,15859.433642176089,0.0,2023-03-12,828.5289561069753,2022-06-19,2022-06-19
5415,2019-07-18,2020-04-16,2019,Compact SUV,15785.669268388407,1.0,2023-04-16,832.4005638654489,2022-07-27,2022-07-27
5416,2018-10-03,2018-12-08,2019,Compact SUV,10476.855543325913,0.0,2021-12-08,1254.1931064775056,2022-05-15,2021-12-08
5417,2018-12-28,2019-06-22,2019,Compact SUV,15201.709935312187,0.0,2022-06-22,864.3764455389968,2021-11-02,2021-11-02
5418,2018-10-13,2019-03-28,2019,Compact SUV,14137.865726257396,0.0,2022-03-28,929.4189274690791,2021-10-12,2021-10-12
5419,2018-11-14,2019-04-29,2019,Compact SUV,14120.794620589433,0.0,2022-04-29,930.5425334096041,2021-11-15,2021-11-15
5420,2019-03-12,2019-11-12,2019,Compact SUV,11408.992654573012,0.0,2022-11-12,1151.7230659915585,2023-01-07,2022-11-12
5421,2019-05-19,2020-04-20,2019,Compact SUV,12904.273639873063,0.0,2023-04-20,1018.2673094747902,2023-02-02,2023-02-02
5422,2018-10-14,2019-06-16,2019,Compact SUV,15257.020778787219,0.0,2022-06-16,861.2428461963791,2021-10-24,2021-10-24
5423,2019-04-17,2019-08-18,2019,Compact SUV,14840.717752077799,0.0,2022-08-18,885.4019205479676,2022-01-19,2022-01-19
5424,2019-02-11,2020-01-28,2019,Compact SUV,19400.928842170582,0.0,2023-01-28,677.2871601610335,2021-12-05,2021-12-05
5425,2019-07-05,2019-09-20,2019,Compact SUV,17757.913209181068,1.0,2022-09-20,739.9518088198815,2021-09-29,2021-09-29
5426,2019-07-12,2020-05-03,2019,Compact SUV,10565.304344348922,0.0,2023-05-03,1243.6934679527908,2023-09-29,2023-05-03
5427,2019-01-16,2020-01-02,2019,Compact SUV,13905.205569507645,0.0,2023-01-02,944.9698484727442,2022-08-04,2022-08-04
5428,2018-12-09,2019-09-16,2019,Compact SUV,15033.734828690232,0.0,2022-09-16,874.0343068259893,2022-02-06,2022-02-06
5429,2018-12-01,2019-02-11,2019,Compact SUV,11442.528299214757,1.0,2022-02-11,1148.3476078360875,2022-04-04,2022-02-11
5430,2019-05-12,2019-09-16,2019,Compact SUV,14000.957314626103,0.0,2022-09-16,938.5072538056592,2022-04-12,2022-04-12
5431,2018-12-23,2019-09-28,2019,Compact SUV,14700.116955235313,1.0,2022-09-28,893.8704392634311,2022-03-10,2022-03-10
5432,2018-11-01,2019-02-16,2019,Compact SUV,10858.071356902474,0.0,2022-02-16,1210.1596653854099,2022-06-10,2022-02-16
5433,2018-10-26,2019-03-29,2019,Compact SUV,13147.829615372373,1.0,2022-03-29,999.4044936996127,2021-12-22,2021-12-22
5434,2019-01-13,2019-12-07,2019,Compact SUV,20819.009917455503,0.0,2022-12-07,631.1539334530453,2021-08-29,2021-08-29
5435,2019-04-08,2019-11-02,2019,Compact SUV,16221.137775081415,0.0,2022-11-02,810.0541516998519,2022-01-20,2022-01-20
5436,2019-07-26,2020-06-13,2019,Compact SUV,17003.28502349307,0.0,2023-06-13,772.7918447432215,2022-07-26,2022-07-26
5437,2018-12-31,2019-08-30,2019,Compact SUV,14912.721813195552,0.0,2022-08-30,881.1268770784045,2022-01-27,2022-01-27
5438,2019-07-24,2019-11-12,2019,Compact SUV,14241.594150608355,0.0,2022-11-12,922.6495195019093,2022-05-23,2022-05-23
5439,2018-10-04,2019-03-26,2019,Compact SUV,19747.9908816369,0.0,2022-03-26,665.3841435696893,2021-01-19,2021-01-19
5440,2019-02-17,2019-05-17,2019,Compact SUV,12863.234633297245,0.0,2022-05-17,1021.5160008032763,2022-03-04,2022-03-04
5441,2018-11-23,2019-05-14,2019,Compact SUV,17632.951317754603,0.0,2022-05-14,745.1957283389846,2021-05-28,2021-05-28
5442,2018-10-30,2019-07-04,2019,Compact SUV,16906.93416430035,0.0,2022-07-04,777.1959050828756,2021-08-19,2021-08-19
5443,2018-08-01,2019-05-09,2019,Compact SUV,17328.09117208219,0.0,2022-05-09,758.3062594436396,2021-06-05,2021-06-05
5444,2018-11-03,2019-03-23,2019,Compact SUV,13010.925367145905,1.0,2022-03-23,1009.9204806123954,2021-12-27,2021-12-27
5445,2019-02-05,2019-10-17,2019,Compact SUV,18759.3041291583,0.0,2022-10-17,700.4524213441371,2021-09-16,2021-09-16
5446,2018-11-07,2019-02-14,2019,Compact SUV,16057.646751159064,0.0,2022-02-14,818.3017227634265,2021-05-12,2021-05-12
5447,2018-09-16,2019-06-16,2019,Compact SUV,14399.88477201485,1.0,2022-06-16,912.5073018317935,2021-12-15,2021-12-15
5448,2019-04-29,2019-10-09,2019,Compact SUV,12355.127762394717,0.0,2022-10-09,1063.5260316768392,2022-09-07,2022-09-07
5449,2019-01-12,2019-08-27,2019,Compact SUV,15544.034434898447,0.0,2022-08-27,845.3403815484952,2021-12-19,2021-12-19
5450,2019-05-09,2019-12-09,2019,Compact SUV,22335.08864079804,0.0,2022-12-09,588.3119700719711,2021-07-19,2021-07-19
