vin,purchase_date,nvlw_end_date,n_claims,censor_date,days_to_censor,censor_claim_status,days_to_censor_claim,censor_claim_date
12863,2020-03-22,2022-02-11,3.0,2022-02-11,691,Claim,51,2020-05-12
12863,2020-03-22,2022-02-11,3.0,2022-02-11,691,Claim,155,2020-08-24
12863,2020-03-22,2022-02-11,3.0,2022-02-11,691,Claim,512,2021-08-16
12863,2020-03-22,2022-02-11,3.0,2022-02-11,691,Censor,691,2022-02-11
14398,2020-03-22,2021-05-29,2.0,2021-05-29,433,Claim,13,2020-04-04
14398,2020-03-22,2021-05-29,2.0,2021-05-29,433,Claim,296,2021-01-12
14398,2020-03-22,2021-05-29,2.0,2021-05-29,433,Censor,433,2021-05-29
15741,2020-03-22,2022-08-18,0.0,2022-08-18,879,Censor,879,2022-08-18
15935,2020-03-22,2022-09-01,0.0,2022-09-01,893,Censor,893,2022-09-01
15998,2020-03-22,2022-12-03,1.0,2022-12-03,986,Claim,352,2021-03-09
15998,2020-03-22,2022-12-03,1.0,2022-12-03,986,Censor,986,2022-12-03
16116,2020-03-22,2023-03-22,0.0,2023-03-22,1095,Censor,1095,2023-03-22
16293,2020-03-22,2023-03-22,0.0,2023-03-22,1095,Censor,1095,2023-03-22
16829,2020-03-22,2023-03-22,1.0,2023-03-22,1095,Claim,10,2020-04-01
16829,2020-03-22,2023-03-22,1.0,2023-03-22,1095,Censor,1095,2023-03-22
17497,2020-03-22,2023-03-22,0.0,2023-03-22,1095,Censor,1095,2023-03-22
18527,2020-03-22,2023-03-22,0.0,2023-03-22,1095,Censor,1095,2023-03-22
19040,2020-03-22,2023-03-22,0.0,2023-03-22,1095,Censor,1095,2023-03-22
19322,2020-03-22,2023-03-22,0.0,2023-03-22,1095,Censor,1095,2023-03-22
19771,2020-03-22,2023-03-22,0.0,2023-03-22,1095,Censor,1095,2023-03-22
42,2020-03-23,2023-03-23,1.0,2023-03-23,1095,Claim,171,2020-09-10
42,2020-03-23,2023-03-23,1.0,2023-03-23,1095,Censor,1095,2023-03-23
1619,2020-03-23,2023-02-27,0.0,2023-02-27,1071,Censor,1071,2023-02-27
3156,2020-03-23,2022-09-04,0.0,2022-09-04,895,Censor,895,2022-09-04
3884,2020-03-23,2022-06-20,0.0,2022-06-20,819,Censor,819,2022-06-20
4547,2020-03-23,2021-08-06,1.0,2021-08-06,501,Claim,113,2020-07-14
4547,2020-03-23,2021-08-06,1.0,2021-08-06,501,Censor,501,2021-08-06
5557,2020-03-23,2023-03-14,0.0,2023-03-14,1086,Censor,1086,2023-03-14
6298,2020-03-23,2023-03-23,0.0,2023-03-23,1095,Censor,1095,2023-03-23
7169,2020-03-23,2022-10-17,0.0,2022-10-17,938,Censor,938,2022-10-17
8274,2020-03-23,2023-03-23,0.0,2023-03-23,1095,Censor,1095,2023-03-23
8715,2020-03-23,2023-03-23,0.0,2023-03-23,1095,Censor,1095,2023-03-23
9640,2020-03-23,2023-03-23,0.0,2023-03-23,1095,Censor,1095,2023-03-23
11201,2020-03-23,2023-03-23,0.0,2023-03-23,1095,Censor,1095,2023-03-23
12482,2020-03-23,2023-03-23,1.0,2023-03-23,1095,Claim,749,2022-04-11
12482,2020-03-23,2023-03-23,1.0,2023-03-23,1095,Censor,1095,2023-03-23
12686,2020-03-23,2021-08-25,6.0,2021-08-25,520,Claim,42,2020-05-04
12686,2020-03-23,2021-08-25,6.0,2021-08-25,520,Claim,43,2020-05-05
12686,2020-03-23,2021-08-25,6.0,2021-08-25,520,Claim,55,2020-05-17
12686,2020-03-23,2021-08-25,6.0,2021-08-25,520,Claim,222,2020-10-31
12686,2020-03-23,2021-08-25,6.0,2021-08-25,520,Claim,309,2021-01-26
12686,2020-03-23,2021-08-25,6.0,2021-08-25,520,Claim,465,2021-07-01
12686,2020-03-23,2021-08-25,6.0,2021-08-25,520,Censor,520,2021-08-25
13076,2020-03-23,2022-06-26,0.0,2022-06-26,825,Censor,825,2022-06-26
14235,2020-03-23,2021-10-21,5.0,2021-10-21,577,Claim,148,2020-08-18
14235,2020-03-23,2021-10-21,5.0,2021-10-21,577,Claim,233,2020-11-11
14235,2020-03-23,2021-10-21,5.0,2021-10-21,577,Claim,285,2021-01-02
14235,2020-03-23,2021-10-21,5.0,2021-10-21,577,Claim,516,2021-08-21
14235,2020-03-23,2021-10-21,5.0,2021-10-21,577,Claim,567,2021-10-11
14235,2020-03-23,2021-10-21,5.0,2021-10-21,577,Censor,577,2021-10-21
14434,2020-03-23,2021-12-16,6.0,2021-12-16,633,Claim,59,2020-05-21
14434,2020-03-23,2021-12-16,6.0,2021-12-16,633,Claim,169,2020-09-08
14434,2020-03-23,2021-12-16,6.0,2021-12-16,633,Claim,330,2021-02-16
14434,2020-03-23,2021-12-16,6.0,2021-12-16,633,Claim,494,2021-07-30
14434,2020-03-23,2021-12-16,6.0,2021-12-16,633,Claim,573,2021-10-17
14434,2020-03-23,2021-12-16,6.0,2021-12-16,633,Claim,631,2021-12-14
14434,2020-03-23,2021-12-16,6.0,2021-12-16,633,Censor,633,2021-12-16
15312,2020-03-23,2022-08-16,1.0,2022-08-16,876,Claim,521,2021-08-26
15312,2020-03-23,2022-08-16,1.0,2022-08-16,876,Censor,876,2022-08-16
15844,2020-03-23,2021-11-23,1.0,2021-11-23,610,Claim,410,2021-05-07
15844,2020-03-23,2021-11-23,1.0,2021-11-23,610,Censor,610,2021-11-23
16032,2020-03-23,2022-09-30,0.0,2022-09-30,921,Censor,921,2022-09-30
16347,2020-03-23,2022-05-09,0.0,2022-05-09,777,Censor,777,2022-05-09
16888,2020-03-23,2022-04-25,0.0,2022-04-25,763,Censor,763,2022-04-25
17229,2020-03-23,2023-02-23,2.0,2023-02-23,1067,Claim,374,2021-04-01
17229,2020-03-23,2023-02-23,2.0,2023-02-23,1067,Claim,907,2022-09-16
17229,2020-03-23,2023-02-23,2.0,2023-02-23,1067,Censor,1067,2023-02-23
17270,2020-03-23,2022-11-21,0.0,2022-11-21,973,Censor,973,2022-11-21
17279,2020-03-23,2023-02-11,0.0,2023-02-11,1055,Censor,1055,2023-02-11
17383,2020-03-23,2022-08-17,0.0,2022-08-17,877,Censor,877,2022-08-17
17977,2020-03-23,2022-12-14,1.0,2022-12-14,996,Claim,683,2022-02-04
17977,2020-03-23,2022-12-14,1.0,2022-12-14,996,Censor,996,2022-12-14
18665,2020-03-23,2023-03-23,0.0,2023-03-23,1095,Censor,1095,2023-03-23
19329,2020-03-23,2023-03-23,0.0,2023-03-23,1095,Censor,1095,2023-03-23
721,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
1005,2020-03-24,2022-06-06,0.0,2022-06-06,804,Censor,804,2022-06-06
1633,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
2160,2020-03-24,2021-08-23,0.0,2021-08-23,517,Censor,517,2021-08-23
2536,2020-03-24,2021-12-16,0.0,2021-12-16,632,Censor,632,2021-12-16
4645,2020-03-24,2021-07-01,0.0,2021-07-01,464,Censor,464,2021-07-01
6178,2020-03-24,2023-02-02,0.0,2023-02-02,1045,Censor,1045,2023-02-02
8895,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
9252,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
9436,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
10353,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
11940,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
13061,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
14077,2020-03-24,2021-08-06,2.0,2021-08-06,500,Claim,90,2020-06-22
14077,2020-03-24,2021-08-06,2.0,2021-08-06,500,Claim,261,2020-12-10
14077,2020-03-24,2021-08-06,2.0,2021-08-06,500,Censor,500,2021-08-06
14322,2020-03-24,2021-06-07,3.0,2021-06-07,440,Claim,310,2021-01-28
14322,2020-03-24,2021-06-07,3.0,2021-06-07,440,Claim,311,2021-01-29
14322,2020-03-24,2021-06-07,3.0,2021-06-07,440,Claim,323,2021-02-10
14322,2020-03-24,2021-06-07,3.0,2021-06-07,440,Censor,440,2021-06-07
15040,2020-03-24,2022-09-21,0.0,2022-09-21,911,Censor,911,2022-09-21
15375,2020-03-24,2022-08-26,0.0,2022-08-26,885,Censor,885,2022-08-26
15462,2020-03-24,2023-03-21,0.0,2023-03-21,1092,Censor,1092,2023-03-21
16544,2020-03-24,2022-07-13,0.0,2022-07-13,841,Censor,841,2022-07-13
17550,2020-03-24,2022-09-15,0.0,2022-09-15,905,Censor,905,2022-09-15
18382,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
19632,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
19989,2020-03-24,2023-03-24,0.0,2023-03-24,1095,Censor,1095,2023-03-24
623,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
1344,2020-03-25,2023-01-18,0.0,2023-01-18,1029,Censor,1029,2023-01-18
1520,2020-03-25,2023-03-25,1.0,2023-03-25,1095,Claim,767,2022-05-01
1520,2020-03-25,2023-03-25,1.0,2023-03-25,1095,Censor,1095,2023-03-25
2973,2020-03-25,2022-01-25,0.0,2022-01-25,671,Censor,671,2022-01-25
3591,2020-03-25,2022-05-27,0.0,2022-05-27,793,Censor,793,2022-05-27
3609,2020-03-25,2022-08-02,0.0,2022-08-02,860,Censor,860,2022-08-02
4491,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
5006,2020-03-25,2022-07-16,0.0,2022-07-16,843,Censor,843,2022-07-16
5023,2020-03-25,2022-01-18,0.0,2022-01-18,664,Censor,664,2022-01-18
5381,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
5586,2020-03-25,2022-05-16,1.0,2022-05-16,782,Claim,163,2020-09-04
5586,2020-03-25,2022-05-16,1.0,2022-05-16,782,Censor,782,2022-05-16
5608,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
5854,2020-03-25,2022-08-22,1.0,2022-08-22,880,Claim,581,2021-10-27
5854,2020-03-25,2022-08-22,1.0,2022-08-22,880,Censor,880,2022-08-22
6546,2020-03-25,2023-02-03,0.0,2023-02-03,1045,Censor,1045,2023-02-03
8691,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
9116,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
9333,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
9539,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
10866,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
11516,2020-03-25,2023-01-22,0.0,2023-01-22,1033,Censor,1033,2023-01-22
11978,2020-03-25,2022-11-01,0.0,2022-11-01,951,Censor,951,2022-11-01
12194,2020-03-25,2021-10-21,2.0,2021-10-21,575,Claim,204,2020-10-15
12194,2020-03-25,2021-10-21,2.0,2021-10-21,575,Claim,255,2020-12-05
12194,2020-03-25,2021-10-21,2.0,2021-10-21,575,Censor,575,2021-10-21
13025,2020-03-25,2022-10-26,1.0,2022-10-26,945,Claim,169,2020-09-10
13025,2020-03-25,2022-10-26,1.0,2022-10-26,945,Censor,945,2022-10-26
13044,2020-03-25,2022-01-16,0.0,2022-01-16,662,Censor,662,2022-01-16
13951,2020-03-25,2022-06-10,0.0,2022-06-10,807,Censor,807,2022-06-10
14096,2020-03-25,2021-04-13,2.0,2021-04-13,384,Claim,83,2020-06-16
14096,2020-03-25,2021-04-13,2.0,2021-04-13,384,Claim,271,2020-12-21
14096,2020-03-25,2021-04-13,2.0,2021-04-13,384,Censor,384,2021-04-13
14493,2020-03-25,2022-05-05,4.0,2022-05-05,771,Claim,207,2020-10-18
14493,2020-03-25,2022-05-05,4.0,2022-05-05,771,Claim,226,2020-11-06
14493,2020-03-25,2022-05-05,4.0,2022-05-05,771,Claim,317,2021-02-05
14493,2020-03-25,2022-05-05,4.0,2022-05-05,771,Claim,705,2022-02-28
14493,2020-03-25,2022-05-05,4.0,2022-05-05,771,Censor,771,2022-05-05
14792,2020-03-25,2021-09-14,4.0,2021-09-14,538,Claim,13,2020-04-07
14792,2020-03-25,2021-09-14,4.0,2021-09-14,538,Claim,13,2020-04-07
14792,2020-03-25,2021-09-14,4.0,2021-09-14,538,Claim,220,2020-10-31
14792,2020-03-25,2021-09-14,4.0,2021-09-14,538,Claim,501,2021-08-08
14792,2020-03-25,2021-09-14,4.0,2021-09-14,538,Censor,538,2021-09-14
15052,2020-03-25,2022-02-14,0.0,2022-02-14,691,Censor,691,2022-02-14
16409,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
16431,2020-03-25,2022-08-13,0.0,2022-08-13,871,Censor,871,2022-08-13
16573,2020-03-25,2022-10-12,0.0,2022-10-12,931,Censor,931,2022-10-12
17196,2020-03-25,2022-08-28,0.0,2022-08-28,886,Censor,886,2022-08-28
17405,2020-03-25,2023-02-09,0.0,2023-02-09,1051,Censor,1051,2023-02-09
18632,2020-03-25,2023-03-25,1.0,2023-03-25,1095,Claim,859,2022-08-01
18632,2020-03-25,2023-03-25,1.0,2023-03-25,1095,Censor,1095,2023-03-25
18969,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
19122,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
19198,2020-03-25,2023-03-25,1.0,2023-03-25,1095,Claim,370,2021-03-30
19198,2020-03-25,2023-03-25,1.0,2023-03-25,1095,Censor,1095,2023-03-25
19366,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
19371,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
19539,2020-03-25,2023-03-25,0.0,2023-03-25,1095,Censor,1095,2023-03-25
130,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
582,2020-03-26,2022-12-06,0.0,2022-12-06,985,Censor,985,2022-12-06
1890,2020-03-26,2022-07-06,0.0,2022-07-06,832,Censor,832,2022-07-06
2415,2020-03-26,2021-10-21,0.0,2021-10-21,574,Censor,574,2021-10-21
2690,2020-03-26,2022-08-08,0.0,2022-08-08,865,Censor,865,2022-08-08
3328,2020-03-26,2022-08-17,0.0,2022-08-17,874,Censor,874,2022-08-17
4818,2020-03-26,2021-07-20,0.0,2021-07-20,481,Censor,481,2021-07-20
6585,2020-03-26,2023-03-22,0.0,2023-03-22,1091,Censor,1091,2023-03-22
7431,2020-03-26,2022-11-28,0.0,2022-11-28,977,Censor,977,2022-11-28
7596,2020-03-26,2022-10-08,0.0,2022-10-08,926,Censor,926,2022-10-08
8845,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
10323,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
10743,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
11033,2020-03-26,2022-12-31,0.0,2022-12-31,1010,Censor,1010,2022-12-31
12343,2020-03-26,2023-03-26,4.0,2023-03-26,1095,Claim,15,2020-04-10
12343,2020-03-26,2023-03-26,4.0,2023-03-26,1095,Claim,124,2020-07-28
12343,2020-03-26,2023-03-26,4.0,2023-03-26,1095,Claim,738,2022-04-03
12343,2020-03-26,2023-03-26,4.0,2023-03-26,1095,Claim,756,2022-04-21
12343,2020-03-26,2023-03-26,4.0,2023-03-26,1095,Censor,1095,2023-03-26
13627,2020-03-26,2022-03-17,0.0,2022-03-17,721,Censor,721,2022-03-17
14482,2020-03-26,2021-06-05,3.0,2021-06-05,436,Claim,84,2020-06-18
14482,2020-03-26,2021-06-05,3.0,2021-06-05,436,Claim,301,2021-01-21
14482,2020-03-26,2021-06-05,3.0,2021-06-05,436,Claim,353,2021-03-14
14482,2020-03-26,2021-06-05,3.0,2021-06-05,436,Censor,436,2021-06-05
14645,2020-03-26,2021-01-23,6.0,2021-01-23,303,Claim,43,2020-05-08
14645,2020-03-26,2021-01-23,6.0,2021-01-23,303,Claim,47,2020-05-12
14645,2020-03-26,2021-01-23,6.0,2021-01-23,303,Claim,50,2020-05-15
14645,2020-03-26,2021-01-23,6.0,2021-01-23,303,Claim,159,2020-09-01
14645,2020-03-26,2021-01-23,6.0,2021-01-23,303,Claim,268,2020-12-19
14645,2020-03-26,2021-01-23,6.0,2021-01-23,303,Claim,291,2021-01-11
14645,2020-03-26,2021-01-23,6.0,2021-01-23,303,Censor,303,2021-01-23
14940,2020-03-26,2022-04-03,3.0,2022-04-03,738,Claim,155,2020-08-28
14940,2020-03-26,2022-04-03,3.0,2022-04-03,738,Claim,278,2020-12-29
14940,2020-03-26,2022-04-03,3.0,2022-04-03,738,Claim,726,2022-03-22
14940,2020-03-26,2022-04-03,3.0,2022-04-03,738,Censor,738,2022-04-03
15532,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
15535,2020-03-26,2022-10-28,0.0,2022-10-28,946,Censor,946,2022-10-28
16295,2020-03-26,2022-11-06,0.0,2022-11-06,955,Censor,955,2022-11-06
16344,2020-03-26,2022-05-19,0.0,2022-05-19,784,Censor,784,2022-05-19
17379,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
17724,2020-03-26,2022-10-12,0.0,2022-10-12,930,Censor,930,2022-10-12
18146,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
18882,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
19109,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
19523,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
19842,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
19916,2020-03-26,2023-03-26,0.0,2023-03-26,1095,Censor,1095,2023-03-26
588,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
2902,2020-03-27,2021-12-03,0.0,2021-12-03,616,Censor,616,2021-12-03
3722,2020-03-27,2022-10-15,0.0,2022-10-15,932,Censor,932,2022-10-15
5600,2020-03-27,2022-10-14,0.0,2022-10-14,931,Censor,931,2022-10-14
6643,2020-03-27,2022-12-13,0.0,2022-12-13,991,Censor,991,2022-12-13
6864,2020-03-27,2022-12-30,0.0,2022-12-30,1008,Censor,1008,2022-12-30
7400,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
9634,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
9688,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
9947,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
10385,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
11652,2020-03-27,2023-03-15,1.0,2023-03-15,1083,Claim,839,2022-07-14
11652,2020-03-27,2023-03-15,1.0,2023-03-15,1083,Censor,1083,2023-03-15
13474,2020-03-27,2022-04-13,0.0,2022-04-13,747,Censor,747,2022-04-13
13759,2020-03-27,2022-11-13,0.0,2022-11-13,961,Censor,961,2022-11-13
14436,2020-03-27,2021-02-21,4.0,2021-02-21,331,Claim,17,2020-04-13
14436,2020-03-27,2021-02-21,4.0,2021-02-21,331,Claim,38,2020-05-04
14436,2020-03-27,2021-02-21,4.0,2021-02-21,331,Claim,175,2020-09-18
14436,2020-03-27,2021-02-21,4.0,2021-02-21,331,Claim,306,2021-01-27
14436,2020-03-27,2021-02-21,4.0,2021-02-21,331,Censor,331,2021-02-21
14737,2020-03-27,2021-02-08,2.0,2021-02-08,318,Claim,78,2020-06-13
14737,2020-03-27,2021-02-08,2.0,2021-02-08,318,Claim,292,2021-01-13
14737,2020-03-27,2021-02-08,2.0,2021-02-08,318,Censor,318,2021-02-08
15170,2020-03-27,2022-02-08,0.0,2022-02-08,683,Censor,683,2022-02-08
15509,2020-03-27,2022-09-05,0.0,2022-09-05,892,Censor,892,2022-09-05
15691,2020-03-27,2023-01-15,1.0,2023-01-15,1024,Claim,894,2022-09-07
15691,2020-03-27,2023-01-15,1.0,2023-01-15,1024,Censor,1024,2023-01-15
16270,2020-03-27,2022-05-28,1.0,2022-05-28,792,Claim,259,2020-12-11
16270,2020-03-27,2022-05-28,1.0,2022-05-28,792,Censor,792,2022-05-28
16839,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
18177,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
18582,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
18856,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
19579,2020-03-27,2023-03-27,0.0,2023-03-27,1095,Censor,1095,2023-03-27
1089,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
1336,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
2286,2020-03-28,2021-08-24,0.0,2021-08-24,514,Censor,514,2021-08-24
2492,2020-03-28,2022-03-31,0.0,2022-03-31,733,Censor,733,2022-03-31
2608,2020-03-28,2022-03-13,0.0,2022-03-13,715,Censor,715,2022-03-13
2653,2020-03-28,2021-10-27,1.0,2021-10-27,578,Claim,346,2021-03-09
2653,2020-03-28,2021-10-27,1.0,2021-10-27,578,Censor,578,2021-10-27
5232,2020-03-28,2022-06-30,0.0,2022-06-30,824,Censor,824,2022-06-30
5714,2020-03-28,2022-05-14,0.0,2022-05-14,777,Censor,777,2022-05-14
6173,2020-03-28,2022-07-17,1.0,2022-07-17,841,Claim,836,2022-07-12
6173,2020-03-28,2022-07-17,1.0,2022-07-17,841,Censor,841,2022-07-17
6898,2020-03-28,2022-09-21,0.0,2022-09-21,907,Censor,907,2022-09-21
8884,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
9076,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
10712,2020-03-28,2023-02-14,0.0,2023-02-14,1053,Censor,1053,2023-02-14
11054,2020-03-28,2022-10-04,1.0,2022-10-04,920,Claim,413,2021-05-15
11054,2020-03-28,2022-10-04,1.0,2022-10-04,920,Censor,920,2022-10-04
11329,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
11480,2020-03-28,2022-12-02,0.0,2022-12-02,979,Censor,979,2022-12-02
12249,2020-03-28,2022-04-13,3.0,2022-04-13,746,Claim,164,2020-09-08
12249,2020-03-28,2022-04-13,3.0,2022-04-13,746,Claim,255,2020-12-08
12249,2020-03-28,2022-04-13,3.0,2022-04-13,746,Claim,727,2022-03-25
12249,2020-03-28,2022-04-13,3.0,2022-04-13,746,Censor,746,2022-04-13
12796,2020-03-28,2022-07-27,3.0,2022-07-27,851,Claim,55,2020-05-22
12796,2020-03-28,2022-07-27,3.0,2022-07-27,851,Claim,67,2020-06-03
12796,2020-03-28,2022-07-27,3.0,2022-07-27,851,Claim,297,2021-01-19
12796,2020-03-28,2022-07-27,3.0,2022-07-27,851,Censor,851,2022-07-27
13308,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
13445,2020-03-28,2022-04-30,0.0,2022-04-30,763,Censor,763,2022-04-30
13454,2020-03-28,2022-07-05,0.0,2022-07-05,829,Censor,829,2022-07-05
14437,2020-03-28,2021-01-03,4.0,2021-01-03,281,Claim,4,2020-04-01
14437,2020-03-28,2021-01-03,4.0,2021-01-03,281,Claim,176,2020-09-20
14437,2020-03-28,2021-01-03,4.0,2021-01-03,281,Claim,185,2020-09-29
14437,2020-03-28,2021-01-03,4.0,2021-01-03,281,Claim,273,2020-12-26
14437,2020-03-28,2021-01-03,4.0,2021-01-03,281,Censor,281,2021-01-03
15138,2020-03-28,2022-12-19,0.0,2022-12-19,996,Censor,996,2022-12-19
16037,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
16377,2020-03-28,2022-04-05,0.0,2022-04-05,738,Censor,738,2022-04-05
16619,2020-03-28,2022-07-21,2.0,2022-07-21,845,Claim,188,2020-10-02
16619,2020-03-28,2022-07-21,2.0,2022-07-21,845,Claim,435,2021-06-06
16619,2020-03-28,2022-07-21,2.0,2022-07-21,845,Censor,845,2022-07-21
16751,2020-03-28,2022-12-29,0.0,2022-12-29,1006,Censor,1006,2022-12-29
17510,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
17681,2020-03-28,2023-03-28,1.0,2023-03-28,1095,Claim,62,2020-05-29
17681,2020-03-28,2023-03-28,1.0,2023-03-28,1095,Censor,1095,2023-03-28
17790,2020-03-28,2022-08-13,0.0,2022-08-13,868,Censor,868,2022-08-13
18410,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
18758,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
19052,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
19939,2020-03-28,2023-03-28,0.0,2023-03-28,1095,Censor,1095,2023-03-28
14,2020-03-29,2023-03-29,0.0,2023-03-29,1095,Censor,1095,2023-03-29
351,2020-03-29,2023-03-29,0.0,2023-03-29,1095,Censor,1095,2023-03-29
478,2020-03-29,2023-01-17,0.0,2023-01-17,1024,Censor,1024,2023-01-17
564,2020-03-29,2023-03-29,0.0,2023-03-29,1095,Censor,1095,2023-03-29
712,2020-03-29,2023-01-06,0.0,2023-01-06,1013,Censor,1013,2023-01-06
1311,2020-03-29,2022-10-12,1.0,2022-10-12,927,Claim,315,2021-02-07
1311,2020-03-29,2022-10-12,1.0,2022-10-12,927,Censor,927,2022-10-12
2123,2020-03-29,2022-01-08,0.0,2022-01-08,650,Censor,650,2022-01-08
3926,2020-03-29,2022-09-07,0.0,2022-09-07,892,Censor,892,2022-09-07
4253,2020-03-29,2021-03-21,0.0,2021-03-21,357,Censor,357,2021-03-21
4382,2020-03-29,2021-11-16,0.0,2021-11-16,597,Censor,597,2021-11-16
5271,2020-03-29,2022-04-22,0.0,2022-04-22,754,Censor,754,2022-04-22
6679,2020-03-29,2023-01-23,0.0,2023-01-23,1030,Censor,1030,2023-01-23
7283,2020-03-29,2023-02-24,1.0,2023-02-24,1062,Claim,947,2022-11-01
7283,2020-03-29,2023-02-24,1.0,2023-02-24,1062,Censor,1062,2023-02-24
10207,2020-03-29,2023-01-21,0.0,2023-01-21,1028,Censor,1028,2023-01-21
10278,2020-03-29,2023-03-29,0.0,2023-03-29,1095,Censor,1095,2023-03-29
11227,2020-03-29,2023-01-24,0.0,2023-01-24,1031,Censor,1031,2023-01-24
11235,2020-03-29,2022-08-05,1.0,2022-08-05,859,Claim,795,2022-06-02
11235,2020-03-29,2022-08-05,1.0,2022-08-05,859,Censor,859,2022-08-05
11740,2020-03-29,2022-12-17,0.0,2022-12-17,993,Censor,993,2022-12-17
12828,2020-03-29,2023-03-29,4.0,2023-03-29,1095,Claim,451,2021-06-23
12828,2020-03-29,2023-03-29,4.0,2023-03-29,1095,Claim,732,2022-03-31
12828,2020-03-29,2023-03-29,4.0,2023-03-29,1095,Claim,987,2022-12-11
12828,2020-03-29,2023-03-29,4.0,2023-03-29,1095,Claim,1038,2023-01-31
12828,2020-03-29,2023-03-29,4.0,2023-03-29,1095,Censor,1095,2023-03-29
