vin,purchase_date,nvlw_end_date,n_fails,censor_date,days_purchase_to_censor,censor_fail_status,days_purchase_to_censor_fail,censor_fail_date,vin_event_number,days_since_event
12215,2019-12-25,2021-12-20,4.0,2021-12-20,726,F,228,2020-08-09,2,176
12215,2019-12-25,2021-12-20,4.0,2021-12-20,726,F,461,2021-03-30,3,233
12215,2019-12-25,2021-12-20,4.0,2021-12-20,726,F,674,2021-10-29,4,213
12215,2019-12-25,2021-12-20,4.0,2021-12-20,726,C,726,2021-12-20,5,52
14589,2019-12-25,2021-07-11,2.0,2021-07-11,564,F,303,2020-10-23,1,303
14589,2019-12-25,2021-07-11,2.0,2021-07-11,564,F,378,2021-01-06,2,75
14589,2019-12-25,2021-07-11,2.0,2021-07-11,564,C,564,2021-07-11,3,186
15206,2019-12-25,2022-09-16,0.0,2022-09-16,996,C,996,2022-09-16,1,996
15790,2019-12-25,2022-05-23,0.0,2022-05-23,880,C,880,2022-05-23,1,880
386,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
421,2019-12-26,2022-10-13,0.0,2022-10-13,1022,C,1022,2022-10-13,1,1022
489,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
2353,2019-12-26,2021-12-06,0.0,2021-12-06,711,C,711,2021-12-06,1,711
2556,2019-12-26,2021-10-19,0.0,2021-10-19,663,C,663,2021-10-19,1,663
2667,2019-12-26,2022-04-15,1.0,2022-04-15,841,F,368,2020-12-28,1,368
2667,2019-12-26,2022-04-15,1.0,2022-04-15,841,C,841,2022-04-15,2,473
2980,2019-12-26,2021-12-01,1.0,2021-12-01,706,F,304,2020-10-25,1,304
2980,2019-12-26,2021-12-01,1.0,2021-12-01,706,C,706,2021-12-01,2,402
3311,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
3919,2019-12-26,2022-10-10,0.0,2022-10-10,1019,C,1019,2022-10-10,1,1019
4062,2019-12-26,2021-03-05,1.0,2021-03-05,435,F,150,2020-05-24,1,150
4062,2019-12-26,2021-03-05,1.0,2021-03-05,435,C,435,2021-03-05,2,285
4455,2019-12-26,2020-10-28,0.0,2020-10-28,307,C,307,2020-10-28,1,307
4590,2019-12-26,2021-04-24,0.0,2021-04-24,485,C,485,2021-04-24,1,485
4908,2019-12-26,2021-08-01,1.0,2021-08-01,584,F,348,2020-12-08,1,348
4908,2019-12-26,2021-08-01,1.0,2021-08-01,584,C,584,2021-08-01,2,236
5051,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
5278,2019-12-26,2022-07-01,0.0,2022-07-01,918,C,918,2022-07-01,1,918
5402,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
6999,2019-12-26,2022-01-10,0.0,2022-01-10,746,C,746,2022-01-10,1,746
7012,2019-12-26,2022-06-29,1.0,2022-06-29,916,F,518,2021-05-27,1,518
7012,2019-12-26,2022-06-29,1.0,2022-06-29,916,C,916,2022-06-29,2,398
7147,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
7489,2019-12-26,2022-10-16,0.0,2022-10-16,1025,C,1025,2022-10-16,1,1025
7626,2019-12-26,2022-06-25,1.0,2022-06-25,912,F,226,2020-08-08,1,226
7626,2019-12-26,2022-06-25,1.0,2022-06-25,912,C,912,2022-06-25,2,686
8198,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
8980,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
9189,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
11942,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
13842,2019-12-26,2022-12-26,0.0,2022-12-26,1096,C,1096,2022-12-26,1,1096
15647,2019-12-26,2022-06-13,0.0,2022-06-13,900,C,900,2022-06-13,1,900
18031,2019-12-26,2022-12-02,0.0,2022-12-02,1072,C,1072,2022-12-02,1,1072
1251,2019-12-27,2022-09-13,1.0,2022-09-13,991,F,82,2020-03-18,1,82
1251,2019-12-27,2022-09-13,1.0,2022-09-13,991,C,991,2022-09-13,2,909
1259,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
2965,2019-12-27,2021-07-23,1.0,2021-07-23,574,F,236,2020-08-19,1,236
2965,2019-12-27,2021-07-23,1.0,2021-07-23,574,C,574,2021-07-23,2,338
2995,2019-12-27,2021-12-09,0.0,2021-12-09,713,C,713,2021-12-09,1,713
4165,2019-12-27,2021-01-23,0.0,2021-01-23,393,C,393,2021-01-23,1,393
4366,2019-12-27,2021-11-06,1.0,2021-11-06,680,F,444,2021-03-15,1,444
4366,2019-12-27,2021-11-06,1.0,2021-11-06,680,C,680,2021-11-06,2,236
4569,2019-12-27,2021-03-01,1.0,2021-03-01,430,F,45,2020-02-10,1,45
4569,2019-12-27,2021-03-01,1.0,2021-03-01,430,C,430,2021-03-01,2,385
4643,2019-12-27,2021-04-20,1.0,2021-04-20,480,F,458,2021-03-29,1,458
4643,2019-12-27,2021-04-20,1.0,2021-04-20,480,C,480,2021-04-20,2,22
4943,2019-12-27,2021-03-25,1.0,2021-03-25,454,F,444,2021-03-15,1,444
4943,2019-12-27,2021-03-25,1.0,2021-03-25,454,C,454,2021-03-25,2,10
5361,2019-12-27,2022-03-16,0.0,2022-03-16,810,C,810,2022-03-16,1,810
5608,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
6433,2019-12-27,2022-06-04,0.0,2022-06-04,890,C,890,2022-06-04,1,890
6589,2019-12-27,2022-04-01,0.0,2022-04-01,826,C,826,2022-04-01,1,826
6678,2019-12-27,2022-08-14,1.0,2022-08-14,961,F,180,2020-06-24,1,180
6678,2019-12-27,2022-08-14,1.0,2022-08-14,961,C,961,2022-08-14,2,781
7950,2019-12-27,2022-06-09,0.0,2022-06-09,895,C,895,2022-06-09,1,895
8418,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
8497,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
9122,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
9400,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
9581,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
12080,2019-12-27,2021-07-07,2.0,2021-07-07,558,F,18,2020-01-14,1,18
12080,2019-12-27,2021-07-07,2.0,2021-07-07,558,F,516,2021-05-26,2,498
12080,2019-12-27,2021-07-07,2.0,2021-07-07,558,C,558,2021-07-07,3,42
13401,2019-12-27,2022-11-27,0.0,2022-11-27,1066,C,1066,2022-11-27,1,1066
15417,2019-12-27,2022-04-07,0.0,2022-04-07,832,C,832,2022-04-07,1,832
15802,2019-12-27,2022-10-30,0.0,2022-10-30,1038,C,1038,2022-10-30,1,1038
17791,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
18090,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
18427,2019-12-27,2022-11-11,1.0,2022-11-11,1050,F,927,2022-07-11,1,927
18427,2019-12-27,2022-11-11,1.0,2022-11-11,1050,C,1050,2022-11-11,2,123
18437,2019-12-27,2022-12-27,0.0,2022-12-27,1096,C,1096,2022-12-27,1,1096
380,2019-12-28,2022-08-23,0.0,2022-08-23,969,C,969,2022-08-23,1,969
480,2019-12-28,2022-09-15,0.0,2022-09-15,992,C,992,2022-09-15,1,992
1247,2019-12-28,2022-12-28,0.0,2022-12-28,1096,C,1096,2022-12-28,1,1096
2007,2019-12-28,2021-06-27,0.0,2021-06-27,547,C,547,2021-06-27,1,547
2026,2019-12-28,2021-07-27,0.0,2021-07-27,577,C,577,2021-07-27,1,577
3581,2019-12-28,2021-10-22,0.0,2021-10-22,664,C,664,2021-10-22,1,664
3592,2019-12-28,2022-04-19,0.0,2022-04-19,843,C,843,2022-04-19,1,843
4152,2019-12-28,2021-12-11,2.0,2021-12-11,714,F,103,2020-04-09,1,103
4152,2019-12-28,2021-12-11,2.0,2021-12-11,714,F,241,2020-08-25,2,138
4152,2019-12-28,2021-12-11,2.0,2021-12-11,714,C,714,2021-12-11,3,473
4425,2019-12-28,2021-06-01,0.0,2021-06-01,521,C,521,2021-06-01,1,521
4620,2019-12-28,2021-02-04,0.0,2021-02-04,404,C,404,2021-02-04,1,404
5006,2019-12-28,2022-12-28,0.0,2022-12-28,1096,C,1096,2022-12-28,1,1096
5544,2019-12-28,2022-08-17,0.0,2022-08-17,963,C,963,2022-08-17,1,963
5976,2019-12-28,2022-06-24,0.0,2022-06-24,909,C,909,2022-06-24,1,909
6274,2019-12-28,2022-10-24,1.0,2022-10-24,1031,F,459,2021-03-31,1,459
6274,2019-12-28,2022-10-24,1.0,2022-10-24,1031,C,1031,2022-10-24,2,572
7003,2019-12-28,2022-09-16,0.0,2022-09-16,993,C,993,2022-09-16,1,993
7248,2019-12-28,2022-08-06,0.0,2022-08-06,952,C,952,2022-08-06,1,952
7272,2019-12-28,2022-08-03,0.0,2022-08-03,949,C,949,2022-08-03,1,949
7771,2019-12-28,2022-12-28,1.0,2022-12-28,1096,F,254,2020-09-07,1,254
7771,2019-12-28,2022-12-28,1.0,2022-12-28,1096,C,1096,2022-12-28,2,842
9185,2019-12-28,2022-12-28,0.0,2022-12-28,1096,C,1096,2022-12-28,1,1096
9313,2019-12-28,2022-12-28,0.0,2022-12-28,1096,C,1096,2022-12-28,1,1096
10406,2019-12-28,2022-12-28,0.0,2022-12-28,1096,C,1096,2022-12-28,1,1096
10706,2019-12-28,2022-12-28,0.0,2022-12-28,1096,C,1096,2022-12-28,1,1096
13572,2019-12-28,2022-12-17,0.0,2022-12-17,1085,C,1085,2022-12-17,1,1085
14543,2019-12-28,2021-02-18,3.0,2021-02-18,418,F,39,2020-02-05,1,39
14543,2019-12-28,2021-02-18,3.0,2021-02-18,418,F,93,2020-03-30,2,54
14543,2019-12-28,2021-02-18,3.0,2021-02-18,418,F,114,2020-04-20,3,21
14543,2019-12-28,2021-02-18,3.0,2021-02-18,418,C,418,2021-02-18,4,304
14633,2019-12-28,2021-05-02,6.0,2021-05-02,491,F,6,2020-01-03,1,6
14633,2019-12-28,2021-05-02,6.0,2021-05-02,491,F,77,2020-03-14,2,71
14633,2019-12-28,2021-05-02,6.0,2021-05-02,491,F,158,2020-06-03,3,81
14633,2019-12-28,2021-05-02,6.0,2021-05-02,491,F,217,2020-08-01,4,59
14633,2019-12-28,2021-05-02,6.0,2021-05-02,491,F,295,2020-10-18,5,78
14633,2019-12-28,2021-05-02,6.0,2021-05-02,491,F,340,2020-12-02,6,45
14633,2019-12-28,2021-05-02,6.0,2021-05-02,491,C,491,2021-05-02,7,151
14878,2019-12-28,2021-03-30,0.0,2021-03-30,458,C,458,2021-03-30,1,458
15779,2019-12-28,2022-12-11,0.0,2022-12-11,1079,C,1079,2022-12-11,1,1079
16473,2019-12-28,2022-08-17,3.0,2022-08-17,963,F,39,2020-02-05,1,39
16473,2019-12-28,2022-08-17,3.0,2022-08-17,963,F,221,2020-08-05,2,182
16473,2019-12-28,2022-08-17,3.0,2022-08-17,963,F,516,2021-05-27,3,295
16473,2019-12-28,2022-08-17,3.0,2022-08-17,963,C,963,2022-08-17,4,447
17646,2019-12-28,2022-05-06,1.0,2022-05-06,860,F,660,2021-10-18,1,660
17646,2019-12-28,2022-05-06,1.0,2022-05-06,860,C,860,2022-05-06,2,200
18462,2019-12-28,2022-12-28,0.0,2022-12-28,1096,C,1096,2022-12-28,1,1096
258,2019-12-29,2022-08-10,0.0,2022-08-10,955,C,955,2022-08-10,1,955
1014,2019-12-29,2022-10-03,2.0,2022-10-03,1009,F,335,2020-11-28,1,335
1014,2019-12-29,2022-10-03,2.0,2022-10-03,1009,F,504,2021-05-16,2,169
1014,2019-12-29,2022-10-03,2.0,2022-10-03,1009,C,1009,2022-10-03,3,505
2414,2019-12-29,2021-07-23,0.0,2021-07-23,572,C,572,2021-07-23,1,572
3213,2019-12-29,2022-03-16,0.0,2022-03-16,808,C,808,2022-03-16,1,808
4692,2019-12-29,2021-08-18,3.0,2021-08-18,598,F,191,2020-07-07,1,191
4692,2019-12-29,2021-08-18,3.0,2021-08-18,598,F,215,2020-07-31,2,24
4692,2019-12-29,2021-08-18,3.0,2021-08-18,598,F,238,2020-08-23,3,23
4692,2019-12-29,2021-08-18,3.0,2021-08-18,598,C,598,2021-08-18,4,360
4970,2019-12-29,2021-07-04,0.0,2021-07-04,553,C,553,2021-07-04,1,553
5248,2019-12-29,2022-10-19,0.0,2022-10-19,1025,C,1025,2022-10-19,1,1025
5812,2019-12-29,2022-04-26,0.0,2022-04-26,849,C,849,2022-04-26,1,849
5878,2019-12-29,2022-09-03,0.0,2022-09-03,979,C,979,2022-09-03,1,979
6870,2019-12-29,2022-09-17,0.0,2022-09-17,993,C,993,2022-09-17,1,993
7111,2019-12-29,2022-06-17,0.0,2022-06-17,901,C,901,2022-06-17,1,901
8106,2019-12-29,2022-12-29,0.0,2022-12-29,1096,C,1096,2022-12-29,1,1096
8986,2019-12-29,2022-12-29,0.0,2022-12-29,1096,C,1096,2022-12-29,1,1096
9309,2019-12-29,2022-12-29,0.0,2022-12-29,1096,C,1096,2022-12-29,1,1096
9657,2019-12-29,2022-12-29,0.0,2022-12-29,1096,C,1096,2022-12-29,1,1096
9733,2019-12-29,2022-12-29,0.0,2022-12-29,1096,C,1096,2022-12-29,1,1096
12208,2019-12-29,2021-07-07,5.0,2021-07-07,556,F,153,2020-05-30,1,153
12208,2019-12-29,2021-07-07,5.0,2021-07-07,556,F,165,2020-06-11,2,12
12208,2019-12-29,2021-07-07,5.0,2021-07-07,556,F,214,2020-07-30,3,49
12208,2019-12-29,2021-07-07,5.0,2021-07-07,556,F,513,2021-05-25,4,299
12208,2019-12-29,2021-07-07,5.0,2021-07-07,556,F,517,2021-05-29,5,4
12208,2019-12-29,2021-07-07,5.0,2021-07-07,556,C,556,2021-07-07,6,39
12539,2019-12-29,2021-05-19,8.0,2021-05-19,507,F,21,2020-01-19,1,21
12539,2019-12-29,2021-05-19,8.0,2021-05-19,507,F,86,2020-03-24,2,65
12539,2019-12-29,2021-05-19,8.0,2021-05-19,507,F,101,2020-04-08,3,15
12539,2019-12-29,2021-05-19,8.0,2021-05-19,507,F,129,2020-05-06,4,28
12539,2019-12-29,2021-05-19,8.0,2021-05-19,507,F,319,2020-11-12,5,190
12539,2019-12-29,2021-05-19,8.0,2021-05-19,507,F,340,2020-12-03,6,21
12539,2019-12-29,2021-05-19,8.0,2021-05-19,507,F,433,2021-03-06,7,93
12539,2019-12-29,2021-05-19,8.0,2021-05-19,507,F,492,2021-05-04,8,59
12539,2019-12-29,2021-05-19,8.0,2021-05-19,507,C,507,2021-05-19,9,15
13003,2019-12-29,2022-06-05,0.0,2022-06-05,889,C,889,2022-06-05,1,889
13794,2019-12-29,2022-05-25,0.0,2022-05-25,878,C,878,2022-05-25,1,878
14285,2019-12-29,2022-03-07,0.0,2022-03-07,799,C,799,2022-03-07,1,799
14925,2019-12-29,2021-05-11,2.0,2021-05-11,499,F,104,2020-04-11,1,104
14925,2019-12-29,2021-05-11,2.0,2021-05-11,499,F,300,2020-10-24,2,196
14925,2019-12-29,2021-05-11,2.0,2021-05-11,499,C,499,2021-05-11,3,199
16800,2019-12-29,2022-12-29,0.0,2022-12-29,1096,C,1096,2022-12-29,1,1096
155,2019-12-30,2022-07-31,0.0,2022-07-31,944,C,944,2022-07-31,1,944
506,2019-12-30,2022-06-29,0.0,2022-06-29,912,C,912,2022-06-29,1,912
754,2019-12-30,2022-11-24,0.0,2022-11-24,1060,C,1060,2022-11-24,1,1060
851,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
968,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
1252,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
1413,2019-12-30,2021-12-17,0.0,2021-12-17,718,C,718,2021-12-17,1,718
1554,2019-12-30,2022-08-13,1.0,2022-08-13,957,F,1,2019-12-31,1,1
1554,2019-12-30,2022-08-13,1.0,2022-08-13,957,C,957,2022-08-13,2,956
2302,2019-12-30,2022-04-16,0.0,2022-04-16,838,C,838,2022-04-16,1,838
2331,2019-12-30,2021-10-16,1.0,2021-10-16,656,F,305,2020-10-30,1,305
2331,2019-12-30,2021-10-16,1.0,2021-10-16,656,C,656,2021-10-16,2,351
4095,2019-12-30,2021-05-06,1.0,2021-05-06,493,F,285,2020-10-10,1,285
4095,2019-12-30,2021-05-06,1.0,2021-05-06,493,C,493,2021-05-06,2,208
4292,2019-12-30,2022-05-10,0.0,2022-05-10,862,C,862,2022-05-10,1,862
7252,2019-12-30,2021-10-14,0.0,2021-10-14,654,C,654,2021-10-14,1,654
8479,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
8548,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
9209,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
9242,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
9362,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
10821,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
12644,2019-12-30,2021-10-02,2.0,2021-10-02,642,F,9,2020-01-08,1,9
12644,2019-12-30,2021-10-02,2.0,2021-10-02,642,F,52,2020-02-20,2,43
12644,2019-12-30,2021-10-02,2.0,2021-10-02,642,C,642,2021-10-02,3,590
13590,2019-12-30,2022-01-17,0.0,2022-01-17,749,C,749,2022-01-17,1,749
14740,2019-12-30,2021-04-08,2.0,2021-04-08,465,F,60,2020-02-28,1,60
14740,2019-12-30,2021-04-08,2.0,2021-04-08,465,F,330,2020-11-24,2,270
14740,2019-12-30,2021-04-08,2.0,2021-04-08,465,C,465,2021-04-08,3,135
16141,2019-12-30,2022-11-15,0.0,2022-11-15,1051,C,1051,2022-11-15,1,1051
17888,2019-12-30,2022-12-09,0.0,2022-12-09,1075,C,1075,2022-12-09,1,1075
18405,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
18742,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
19065,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
19376,2019-12-30,2022-12-30,0.0,2022-12-30,1096,C,1096,2022-12-30,1,1096
458,2019-12-31,2022-12-31,0.0,2022-12-31,1096,C,1096,2022-12-31,1,1096
1576,2019-12-31,2022-11-10,0.0,2022-11-10,1045,C,1045,2022-11-10,1,1045
3238,2019-12-31,2022-04-25,0.0,2022-04-25,846,C,846,2022-04-25,1,846
3440,2019-12-31,2022-01-01,0.0,2022-01-01,732,C,732,2022-01-01,1,732
3580,2019-12-31,2022-02-16,0.0,2022-02-16,778,C,778,2022-02-16,1,778
3763,2019-12-31,2022-12-31,0.0,2022-12-31,1096,C,1096,2022-12-31,1,1096
3767,2019-12-31,2022-12-31,1.0,2022-12-31,1096,F,637,2021-09-28,1,637
3767,2019-12-31,2022-12-31,1.0,2022-12-31,1096,C,1096,2022-12-31,2,459
4322,2019-12-31,2020-11-22,0.0,2020-11-22,327,C,327,2020-11-22,1,327
4933,2019-12-31,2021-01-10,1.0,2021-01-10,376,F,268,2020-09-24,1,268
4933,2019-12-31,2021-01-10,1.0,2021-01-10,376,C,376,2021-01-10,2,108
5386,2019-12-31,2022-01-29,0.0,2022-01-29,760,C,760,2022-01-29,1,760
8994,2019-12-31,2022-12-31,0.0,2022-12-31,1096,C,1096,2022-12-31,1,1096
9203,2019-12-31,2022-12-31,0.0,2022-12-31,1096,C,1096,2022-12-31,1,1096
9976,2019-12-31,2022-12-31,0.0,2022-12-31,1096,C,1096,2022-12-31,1,1096
12849,2019-12-31,2021-08-09,2.0,2021-08-09,587,F,291,2020-10-17,1,291
12849,2019-12-31,2021-08-09,2.0,2021-08-09,587,F,309,2020-11-04,2,18
12849,2019-12-31,2021-08-09,2.0,2021-08-09,587,C,587,2021-08-09,3,278
13270,2019-12-31,2022-01-14,0.0,2022-01-14,745,C,745,2022-01-14,1,745
13808,2019-12-31,2022-05-03,0.0,2022-05-03,854,C,854,2022-05-03,1,854
14057,2019-12-31,2021-01-25,5.0,2021-01-25,391,F,12,2020-01-12,1,12
14057,2019-12-31,2021-01-25,5.0,2021-01-25,391,F,16,2020-01-16,2,4
14057,2019-12-31,2021-01-25,5.0,2021-01-25,391,F,132,2020-05-11,3,116
14057,2019-12-31,2021-01-25,5.0,2021-01-25,391,F,243,2020-08-30,4,111
14057,2019-12-31,2021-01-25,5.0,2021-01-25,391,F,306,2020-11-01,5,63
14057,2019-12-31,2021-01-25,5.0,2021-01-25,391,C,391,2021-01-25,6,85
14440,2019-12-31,2021-01-09,1.0,2021-01-09,375,F,79,2020-03-19,1,79
14440,2019-12-31,2021-01-09,1.0,2021-01-09,375,C,375,2021-01-09,2,296
15925,2019-12-31,2022-12-31,0.0,2022-12-31,1096,C,1096,2022-12-31,1,1096
17375,2019-12-31,2022-10-25,1.0,2022-10-25,1029,F,974,2022-08-31,1,974
17375,2019-12-31,2022-10-25,1.0,2022-10-25,1029,C,1029,2022-10-25,2,55
18053,2019-12-31,2022-12-31,0.0,2022-12-31,1096,C,1096,2022-12-31,1,1096
19207,2019-12-31,2022-12-31,0.0,2022-12-31,1096,C,1096,2022-12-31,1,1096
19845,2019-12-31,2022-12-31,0.0,2022-12-31,1096,C,1096,2022-12-31,1,1096
1588,2020-01-01,2022-03-09,0.0,2022-03-09,798,C,798,2022-03-09,1,798
1783,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
1785,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
1839,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
2098,2020-01-01,2021-10-06,0.0,2021-10-06,644,C,644,2021-10-06,1,644
2186,2020-01-01,2021-07-29,0.0,2021-07-29,575,C,575,2021-07-29,1,575
2367,2020-01-01,2021-08-23,0.0,2021-08-23,600,C,600,2021-08-23,1,600
3131,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
3549,2020-01-01,2021-08-20,0.0,2021-08-20,597,C,597,2021-08-20,1,597
3893,2020-01-01,2022-07-14,0.0,2022-07-14,925,C,925,2022-07-14,1,925
4080,2020-01-01,2021-06-06,1.0,2021-06-06,522,F,366,2021-01-01,1,366
4080,2020-01-01,2021-06-06,1.0,2021-06-06,522,C,522,2021-06-06,2,156
4534,2020-01-01,2020-12-15,0.0,2020-12-15,349,C,349,2020-12-15,1,349
5270,2020-01-01,2022-06-27,0.0,2022-06-27,908,C,908,2022-06-27,1,908
6548,2020-01-01,2022-09-15,0.0,2022-09-15,988,C,988,2022-09-15,1,988
7804,2020-01-01,2022-09-29,0.0,2022-09-29,1002,C,1002,2022-09-29,1,1002
8938,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
9163,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
9237,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
10799,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
11138,2020-01-01,2022-09-02,0.0,2022-09-02,975,C,975,2022-09-02,1,975
12075,2020-01-01,2021-11-30,3.0,2021-11-30,699,F,304,2020-10-31,1,304
12075,2020-01-01,2021-11-30,3.0,2021-11-30,699,F,308,2020-11-04,2,4
12075,2020-01-01,2021-11-30,3.0,2021-11-30,699,F,625,2021-09-17,3,317
12075,2020-01-01,2021-11-30,3.0,2021-11-30,699,C,699,2021-11-30,4,74
12267,2020-01-01,2021-09-16,3.0,2021-09-16,624,F,358,2020-12-24,1,358
12267,2020-01-01,2021-09-16,3.0,2021-09-16,624,F,445,2021-03-21,2,87
12267,2020-01-01,2021-09-16,3.0,2021-09-16,624,F,509,2021-05-24,3,64
12267,2020-01-01,2021-09-16,3.0,2021-09-16,624,C,624,2021-09-16,4,115
13807,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
13912,2020-01-01,2022-05-26,0.0,2022-05-26,876,C,876,2022-05-26,1,876
16922,2020-01-01,2022-02-10,0.0,2022-02-10,771,C,771,2022-02-10,1,771
17109,2020-01-01,2023-01-01,1.0,2023-01-01,1096,F,85,2020-03-26,1,85
17109,2020-01-01,2023-01-01,1.0,2023-01-01,1096,C,1096,2023-01-01,2,1011
18788,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
19317,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
19334,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
19849,2020-01-01,2023-01-01,0.0,2023-01-01,1096,C,1096,2023-01-01,1,1096
363,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
635,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
2332,2020-01-02,2021-06-14,0.0,2021-06-14,529,C,529,2021-06-14,1,529
3080,2020-01-02,2022-10-08,0.0,2022-10-08,1010,C,1010,2022-10-08,1,1010
5043,2020-01-02,2022-06-25,0.0,2022-06-25,905,C,905,2022-06-25,1,905
6726,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
7633,2020-01-02,2022-11-28,0.0,2022-11-28,1061,C,1061,2022-11-28,1,1061
7653,2020-01-02,2022-05-21,0.0,2022-05-21,870,C,870,2022-05-21,1,870
7763,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
8154,2020-01-02,2023-01-02,1.0,2023-01-02,1096,F,134,2020-05-15,1,134
8154,2020-01-02,2023-01-02,1.0,2023-01-02,1096,C,1096,2023-01-02,2,962
8229,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
8395,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
9210,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
9935,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
11463,2020-01-02,2022-09-13,0.0,2022-09-13,985,C,985,2022-09-13,1,985
12798,2020-01-02,2021-06-15,3.0,2021-06-15,530,F,99,2020-04-10,1,99
12798,2020-01-02,2021-06-15,3.0,2021-06-15,530,F,185,2020-07-05,2,86
12798,2020-01-02,2021-06-15,3.0,2021-06-15,530,F,400,2021-02-05,3,215
12798,2020-01-02,2021-06-15,3.0,2021-06-15,530,C,530,2021-06-15,4,130
13857,2020-01-02,2022-04-15,0.0,2022-04-15,834,C,834,2022-04-15,1,834
17669,2020-01-02,2022-09-07,0.0,2022-09-07,979,C,979,2022-09-07,1,979
18019,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
18952,2020-01-02,2023-01-02,0.0,2023-01-02,1096,C,1096,2023-01-02,1,1096
