car_type,model_year,interval_start,interval_end,duration,exposure_month,n_censored,n_failed,active_warranties,ln_warranties
Convertible,2020,2021-09-01,2021-09-30,12,09,0.0,2.0,1000,6.907755278982137
Convertible,2020,2021-09-01,2021-09-30,17,09,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-10-01,2021-10-31,12,10,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-10-01,2021-10-31,13,10,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-10-01,2021-10-31,15,10,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-10-01,2021-10-31,16,10,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-10-01,2021-10-31,18,10,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-10-01,2021-10-31,19,10,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-11-01,2021-11-30,4,11,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-11-01,2021-11-30,7,11,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-11-01,2021-11-30,19,11,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-11-01,2021-11-30,22,11,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-12-01,2021-12-31,10,12,0.0,2.0,1000,6.907755278982137
Convertible,2020,2021-12-01,2021-12-31,13,12,0.0,1.0,1000,6.907755278982137
Convertible,2020,2021-12-01,2021-12-31,20,12,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-01-01,2022-01-31,6,01,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-01-01,2022-01-31,13,01,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-01-01,2022-01-31,16,01,0.0,2.0,1000,6.907755278982137
Convertible,2020,2022-01-01,2022-01-31,17,01,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-01-01,2022-01-31,19,01,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-01-01,2022-01-31,22,01,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-02-01,2022-02-28,13,02,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-02-01,2022-02-28,14,02,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-02-01,2022-02-28,16,02,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-02-01,2022-02-28,18,02,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-02-01,2022-02-28,19,02,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-02-01,2022-02-28,20,02,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-02-01,2022-02-28,22,02,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-02-01,2022-02-28,24,02,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-03-01,2022-03-31,14,03,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-03-01,2022-03-31,16,03,0.0,3.0,1000,6.907755278982137
Convertible,2020,2022-03-01,2022-03-31,17,03,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-03-01,2022-03-31,19,03,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-03-01,2022-03-31,20,03,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-03-01,2022-03-31,23,03,0.0,2.0,1000,6.907755278982137
Convertible,2020,2022-03-01,2022-03-31,24,03,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-04-01,2022-04-30,16,04,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-04-01,2022-04-30,19,04,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-04-01,2022-04-30,24,04,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-04-01,2022-04-30,26,04,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-05-01,2022-05-31,17,05,0.0,3.0,1000,6.907755278982137
Convertible,2020,2022-05-01,2022-05-31,18,05,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-05-01,2022-05-31,23,05,0.0,2.0,1000,6.907755278982137
Convertible,2020,2022-05-01,2022-05-31,29,05,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-06-01,2022-06-30,12,06,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-06-01,2022-06-30,13,06,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-06-01,2022-06-30,16,06,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-06-01,2022-06-30,17,06,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-06-01,2022-06-30,18,06,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-07-01,2022-07-31,19,07,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-07-01,2022-07-31,20,07,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-07-01,2022-07-31,22,07,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-07-01,2022-07-31,25,07,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-07-01,2022-07-31,31,07,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-08-01,2022-08-31,17,08,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-08-01,2022-08-31,20,08,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-08-01,2022-08-31,24,08,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-08-01,2022-08-31,25,08,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-08-01,2022-08-31,31,08,0.0,2.0,1000,6.907755278982137
Convertible,2020,2022-09-01,2022-09-30,16,09,0.0,2.0,1000,6.907755278982137
Convertible,2020,2022-09-01,2022-09-30,20,09,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-09-01,2022-09-30,22,09,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-09-01,2022-09-30,23,09,0.0,2.0,1000,6.907755278982137
Convertible,2020,2022-09-01,2022-09-30,26,09,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-10-01,2022-10-31,23,10,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-10-01,2022-10-31,25,10,0.0,1.0,1000,6.907755278982137
Convertible,2020,2022-10-01,2022-10-31,32,10,2.0,0.0,1000,6.907755278982137
Convertible,2020,2022-10-01,2022-10-31,36,10,6.0,0.0,1000,6.907755278982137
Convertible,2020,2022-11-01,2022-11-30,23,11,0.0,3.0,992,6.899723107284872
Convertible,2020,2022-11-01,2022-11-30,25,11,0.0,1.0,992,6.899723107284872
Convertible,2020,2022-11-01,2022-11-30,33,11,1.0,0.0,992,6.899723107284872
Convertible,2020,2022-11-01,2022-11-30,35,11,1.0,0.0,992,6.899723107284872
Convertible,2020,2022-11-01,2022-11-30,36,11,7.0,0.0,992,6.899723107284872
Convertible,2020,2022-12-01,2022-12-31,22,12,0.0,1.0,983,6.890609120147166
Convertible,2020,2022-12-01,2022-12-31,23,12,0.0,1.0,983,6.890609120147166
Convertible,2020,2022-12-01,2022-12-31,24,12,0.0,1.0,983,6.890609120147166
Convertible,2020,2022-12-01,2022-12-31,25,12,0.0,1.0,983,6.890609120147166
Convertible,2020,2022-12-01,2022-12-31,28,12,0.0,2.0,983,6.890609120147166
Convertible,2020,2022-12-01,2022-12-31,29,12,0.0,1.0,983,6.890609120147166
Convertible,2020,2022-12-01,2022-12-31,31,12,0.0,2.0,983,6.890609120147166
Convertible,2020,2022-12-01,2022-12-31,33,12,0.0,1.0,983,6.890609120147166
Convertible,2020,2022-12-01,2022-12-31,36,12,20.0,0.0,983,6.890609120147166
Convertible,2020,2023-01-01,2023-01-31,27,01,0.0,1.0,962,6.8690144506657065
Convertible,2020,2023-01-01,2023-01-31,28,01,0.0,3.0,962,6.8690144506657065
Convertible,2020,2023-01-01,2023-01-31,29,01,0.0,1.0,962,6.8690144506657065
Convertible,2020,2023-01-01,2023-01-31,30,01,0.0,1.0,962,6.8690144506657065
Convertible,2020,2023-01-01,2023-01-31,33,01,1.0,0.0,962,6.8690144506657065
Convertible,2020,2023-01-01,2023-01-31,34,01,1.0,2.0,962,6.8690144506657065
Convertible,2020,2023-01-01,2023-01-31,35,01,0.0,1.0,962,6.8690144506657065
Convertible,2020,2023-01-01,2023-01-31,36,01,33.0,0.0,962,6.8690144506657065
Convertible,2020,2023-02-01,2023-02-28,20,02,0.0,1.0,928,6.833031732786201
Convertible,2020,2023-02-01,2023-02-28,24,02,0.0,1.0,928,6.833031732786201
Convertible,2020,2023-02-01,2023-02-28,26,02,0.0,2.0,928,6.833031732786201
Convertible,2020,2023-02-01,2023-02-28,28,02,0.0,3.0,928,6.833031732786201
Convertible,2020,2023-02-01,2023-02-28,31,02,0.0,1.0,928,6.833031732786201
Convertible,2020,2023-02-01,2023-02-28,34,02,1.0,0.0,928,6.833031732786201
Convertible,2020,2023-02-01,2023-02-28,36,02,36.0,0.0,928,6.833031732786201
Convertible,2020,2023-03-01,2023-03-31,23,03,0.0,1.0,888,6.78897174299217
Convertible,2020,2023-03-01,2023-03-31,28,03,0.0,1.0,888,6.78897174299217
Convertible,2020,2023-03-01,2023-03-31,30,03,0.0,1.0,888,6.78897174299217
Convertible,2020,2023-03-01,2023-03-31,31,03,0.0,1.0,888,6.78897174299217
Convertible,2020,2023-03-01,2023-03-31,32,03,1.0,0.0,888,6.78897174299217
Convertible,2020,2023-03-01,2023-03-31,33,03,0.0,1.0,888,6.78897174299217
Convertible,2020,2023-03-01,2023-03-31,34,03,1.0,0.0,888,6.78897174299217
Convertible,2020,2023-03-01,2023-03-31,35,03,2.0,1.0,888,6.78897174299217
Convertible,2020,2023-03-01,2023-03-31,36,03,43.0,0.0,888,6.78897174299217
Convertible,2020,2023-04-01,2023-04-30,28,04,0.0,1.0,844,6.738152494595957
Convertible,2020,2023-04-01,2023-04-30,29,04,0.0,1.0,844,6.738152494595957
Convertible,2020,2023-04-01,2023-04-30,31,04,0.0,1.0,844,6.738152494595957
Convertible,2020,2023-04-01,2023-04-30,32,04,0.0,1.0,844,6.738152494595957
Convertible,2020,2023-04-01,2023-04-30,36,04,51.0,0.0,844,6.738152494595957
Convertible,2020,2023-05-01,2023-05-31,22,05,3.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,23,05,15.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,24,05,20.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,25,05,26.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,26,05,24.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,27,05,49.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,28,05,63.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,29,05,64.0,1.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,30,05,65.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,31,05,92.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,32,05,92.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,33,05,85.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,34,05,83.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,35,05,64.0,0.0,790,6.672032945461067
Convertible,2020,2023-05-01,2023-05-31,36,05,48.0,0.0,790,6.672032945461067
Convertible,2021,2021-03-01,2021-03-31,2,03,0.0,1.0,148,4.997212273764115
Convertible,2021,2021-04-01,2021-04-30,1,04,0.0,1.0,210,5.3471075307174685
Convertible,2021,2021-04-01,2021-04-30,3,04,0.0,1.0,210,5.3471075307174685
Convertible,2021,2021-05-01,2021-05-31,1,05,0.0,1.0,265,5.579729825986222
Convertible,2021,2021-05-01,2021-05-31,2,05,0.0,1.0,265,5.579729825986222
Convertible,2021,2021-05-01,2021-05-31,5,05,0.0,1.0,265,5.579729825986222
Convertible,2021,2021-06-01,2021-06-30,0,06,0.0,1.0,339,5.82600010738045
Convertible,2021,2021-06-01,2021-06-30,3,06,0.0,1.0,339,5.82600010738045
Convertible,2021,2021-07-01,2021-07-31,0,07,0.0,1.0,403,5.998936561946683
Convertible,2021,2021-07-01,2021-07-31,1,07,0.0,1.0,403,5.998936561946683
Convertible,2021,2021-07-01,2021-07-31,3,07,0.0,1.0,403,5.998936561946683
Convertible,2021,2021-07-01,2021-07-31,7,07,0.0,1.0,403,5.998936561946683
Convertible,2021,2021-08-01,2021-08-31,0,08,0.0,1.0,486,6.186208623900494
Convertible,2021,2021-08-01,2021-08-31,2,08,0.0,1.0,486,6.186208623900494
Convertible,2021,2021-08-01,2021-08-31,4,08,0.0,1.0,486,6.186208623900494
Convertible,2021,2021-09-01,2021-09-30,2,09,0.0,1.0,553,6.315358001522335
Convertible,2021,2021-09-01,2021-09-30,5,09,0.0,1.0,553,6.315358001522335
Convertible,2021,2021-09-01,2021-09-30,7,09,0.0,1.0,553,6.315358001522335
Convertible,2021,2021-10-01,2021-10-31,0,10,0.0,1.0,654,6.483107351457199
Convertible,2021,2021-10-01,2021-10-31,1,10,0.0,1.0,654,6.483107351457199
Convertible,2021,2021-10-01,2021-10-31,5,10,0.0,1.0,654,6.483107351457199
Convertible,2021,2021-10-01,2021-10-31,6,10,0.0,1.0,654,6.483107351457199
Convertible,2021,2021-10-01,2021-10-31,11,10,0.0,1.0,654,6.483107351457199
Convertible,2021,2021-11-01,2021-11-30,0,11,0.0,1.0,715,6.5722825426940075
Convertible,2021,2021-11-01,2021-11-30,2,11,0.0,1.0,715,6.5722825426940075
Convertible,2021,2021-11-01,2021-11-30,3,11,0.0,1.0,715,6.5722825426940075
Convertible,2021,2021-11-01,2021-11-30,4,11,0.0,1.0,715,6.5722825426940075
Convertible,2021,2021-11-01,2021-11-30,7,11,0.0,1.0,715,6.5722825426940075
Convertible,2021,2021-11-01,2021-11-30,8,11,0.0,3.0,715,6.5722825426940075
Convertible,2021,2021-11-01,2021-11-30,9,11,0.0,1.0,715,6.5722825426940075
Convertible,2021,2021-12-01,2021-12-31,1,12,0.0,2.0,786,6.666956792429207
Convertible,2021,2021-12-01,2021-12-31,3,12,0.0,2.0,786,6.666956792429207
Convertible,2021,2021-12-01,2021-12-31,6,12,0.0,1.0,786,6.666956792429207
Convertible,2021,2021-12-01,2021-12-31,7,12,0.0,1.0,786,6.666956792429207
Convertible,2021,2021-12-01,2021-12-31,8,12,0.0,1.0,786,6.666956792429207
Convertible,2021,2022-01-01,2022-01-31,0,01,0.0,1.0,843,6.736966958001855
Convertible,2021,2022-01-01,2022-01-31,1,01,0.0,1.0,843,6.736966958001855
Convertible,2021,2022-01-01,2022-01-31,2,01,0.0,2.0,843,6.736966958001855
Convertible,2021,2022-01-01,2022-01-31,3,01,0.0,1.0,843,6.736966958001855
Convertible,2021,2022-01-01,2022-01-31,5,01,0.0,1.0,843,6.736966958001855
Convertible,2021,2022-01-01,2022-01-31,7,01,0.0,1.0,843,6.736966958001855
Convertible,2021,2022-01-01,2022-01-31,8,01,0.0,1.0,843,6.736966958001855
Convertible,2021,2022-01-01,2022-01-31,9,01,0.0,2.0,843,6.736966958001855
Convertible,2021,2022-01-01,2022-01-31,11,01,0.0,1.0,843,6.736966958001855
Convertible,2021,2022-02-01,2022-02-28,2,02,0.0,1.0,889,6.790097235513905
Convertible,2021,2022-02-01,2022-02-28,4,02,0.0,1.0,889,6.790097235513905
Convertible,2021,2022-02-01,2022-02-28,12,02,0.0,3.0,889,6.790097235513905
Convertible,2021,2022-03-01,2022-03-31,0,03,0.0,1.0,925,6.829793737512425
Convertible,2021,2022-03-01,2022-03-31,7,03,0.0,1.0,925,6.829793737512425
Convertible,2021,2022-03-01,2022-03-31,13,03,0.0,1.0,925,6.829793737512425
Convertible,2021,2022-04-01,2022-04-30,1,04,0.0,1.0,959,6.8658910748834385
Convertible,2021,2022-04-01,2022-04-30,3,04,0.0,1.0,959,6.8658910748834385
Convertible,2021,2022-04-01,2022-04-30,4,04,0.0,1.0,959,6.8658910748834385
Convertible,2021,2022-04-01,2022-04-30,5,04,0.0,1.0,959,6.8658910748834385
Convertible,2021,2022-04-01,2022-04-30,6,04,0.0,1.0,959,6.8658910748834385
Convertible,2021,2022-04-01,2022-04-30,15,04,0.0,1.0,959,6.8658910748834385
Convertible,2021,2022-05-01,2022-05-31,1,05,0.0,2.0,980,6.887552571664617
Convertible,2021,2022-05-01,2022-05-31,3,05,0.0,1.0,980,6.887552571664617
Convertible,2021,2022-05-01,2022-05-31,5,05,0.0,1.0,980,6.887552571664617
Convertible,2021,2022-05-01,2022-05-31,7,05,0.0,2.0,980,6.887552571664617
Convertible,2021,2022-05-01,2022-05-31,8,05,0.0,1.0,980,6.887552571664617
Convertible,2021,2022-05-01,2022-05-31,11,05,0.0,1.0,980,6.887552571664617
Convertible,2021,2022-05-01,2022-05-31,12,05,0.0,3.0,980,6.887552571664617
Convertible,2021,2022-05-01,2022-05-31,17,05,0.0,1.0,980,6.887552571664617
Convertible,2021,2022-06-01,2022-06-30,1,06,0.0,1.0,995,6.902742737158593
Convertible,2021,2022-06-01,2022-06-30,2,06,0.0,1.0,995,6.902742737158593
Convertible,2021,2022-06-01,2022-06-30,4,06,0.0,1.0,995,6.902742737158593
Convertible,2021,2022-06-01,2022-06-30,6,06,0.0,1.0,995,6.902742737158593
Convertible,2021,2022-06-01,2022-06-30,7,06,0.0,1.0,995,6.902742737158593
Convertible,2021,2022-06-01,2022-06-30,8,06,0.0,5.0,995,6.902742737158593
Convertible,2021,2022-06-01,2022-06-30,9,06,0.0,1.0,995,6.902742737158593
Convertible,2021,2022-06-01,2022-06-30,11,06,0.0,1.0,995,6.902742737158593
Convertible,2021,2022-07-01,2022-07-31,1,07,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-07-01,2022-07-31,4,07,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-07-01,2022-07-31,7,07,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-07-01,2022-07-31,8,07,0.0,3.0,1000,6.907755278982137
Convertible,2021,2022-07-01,2022-07-31,9,07,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-07-01,2022-07-31,10,07,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-07-01,2022-07-31,11,07,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-07-01,2022-07-31,12,07,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-07-01,2022-07-31,15,07,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-07-01,2022-07-31,17,07,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-08-01,2022-08-31,5,08,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-08-01,2022-08-31,7,08,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-08-01,2022-08-31,10,08,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-08-01,2022-08-31,11,08,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-08-01,2022-08-31,14,08,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-08-01,2022-08-31,17,08,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-08-01,2022-08-31,20,08,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,5,09,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,6,09,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,7,09,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,9,09,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,10,09,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,11,09,0.0,3.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,13,09,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,15,09,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,16,09,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-09-01,2022-09-30,19,09,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,3,10,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,4,10,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,5,10,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,8,10,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,10,10,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,14,10,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,15,10,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,16,10,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,17,10,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,18,10,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-10-01,2022-10-31,20,10,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-11-01,2022-11-30,7,11,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-11-01,2022-11-30,10,11,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-11-01,2022-11-30,12,11,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-11-01,2022-11-30,14,11,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-11-01,2022-11-30,15,11,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-11-01,2022-11-30,16,11,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-12-01,2022-12-31,14,12,0.0,3.0,1000,6.907755278982137
Convertible,2021,2022-12-01,2022-12-31,15,12,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-12-01,2022-12-31,17,12,0.0,1.0,1000,6.907755278982137
Convertible,2021,2022-12-01,2022-12-31,18,12,0.0,2.0,1000,6.907755278982137
Convertible,2021,2022-12-01,2022-12-31,26,12,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-01-01,2023-01-31,8,01,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-01-01,2023-01-31,9,01,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-01-01,2023-01-31,10,01,0.0,2.0,1000,6.907755278982137
Convertible,2021,2023-01-01,2023-01-31,13,01,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-01-01,2023-01-31,15,01,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-01-01,2023-01-31,17,01,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-01-01,2023-01-31,19,01,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-01-01,2023-01-31,21,01,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-01-01,2023-01-31,22,01,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-02-01,2023-02-28,15,02,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-02-01,2023-02-28,16,02,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-02-01,2023-02-28,17,02,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-02-01,2023-02-28,19,02,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-02-01,2023-02-28,22,02,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-02-01,2023-02-28,25,02,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-03-01,2023-03-31,13,03,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-03-01,2023-03-31,17,03,0.0,2.0,1000,6.907755278982137
Convertible,2021,2023-03-01,2023-03-31,22,03,0.0,2.0,1000,6.907755278982137
Convertible,2021,2023-03-01,2023-03-31,24,03,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-04-01,2023-04-30,16,04,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-04-01,2023-04-30,17,04,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-04-01,2023-04-30,21,04,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-04-01,2023-04-30,25,04,0.0,1.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,10,05,5.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,11,05,14.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,12,05,21.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,13,05,33.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,14,05,36.0,1.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,15,05,45.0,1.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,16,05,59.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,17,05,72.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,18,05,60.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,19,05,100.0,2.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,20,05,67.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,21,05,80.0,1.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,22,05,69.0,1.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,23,05,70.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,24,05,56.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,25,05,65.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,26,05,37.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,27,05,49.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,28,05,29.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,29,05,17.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,30,05,11.0,0.0,1000,6.907755278982137
Convertible,2021,2023-05-01,2023-05-31,31,05,5.0,0.0,1000,6.907755278982137
Electric Vehicle,2019,2019-08-01,2019-08-31,2,08,0.0,1.0,489,6.192362489474872
Electric Vehicle,2019,2020-06-01,2020-06-30,6,06,0.0,1.0,996,6.903747257584598
Electric Vehicle,2019,2020-08-01,2020-08-31,15,08,0.0,1.0,1000,6.907755278982137
Electric Vehicle,2019,2020-11-01,2020-11-30,21,11,0.0,1.0,1000,6.907755278982137
Electric Vehicle,2019,2021-02-01,2021-02-28,9,02,0.0,1.0,1000,6.907755278982137
Electric Vehicle,2019,2021-08-01,2021-08-31,23,08,0.0,1.0,1000,6.907755278982137
Electric Vehicle,2019,2021-10-01,2021-10-31,21,10,0.0,1.0,1000,6.907755278982137
Electric Vehicle,2019,2021-10-01,2021-10-31,36,10,4.0,0.0,1000,6.907755278982137
Electric Vehicle,2019,2021-11-01,2021-11-30,36,11,16.0,0.0,995,6.902742737158593
Electric Vehicle,2019,2021-12-01,2021-12-31,36,12,23.0,0.0,980,6.887552571664617
Electric Vehicle,2019,2022-01-01,2022-01-31,36,01,22.0,0.0,957,6.863803391452954
Electric Vehicle,2019,2022-02-01,2022-02-28,36,02,40.0,0.0,934,6.839476438228843
Electric Vehicle,2019,2022-03-01,2022-03-31,36,03,41.0,0.0,892,6.79346613258001
Electric Vehicle,2019,2022-04-01,2022-04-30,36,04,59.0,0.0,854,6.74993119378857
Electric Vehicle,2019,2022-05-01,2022-05-31,36,05,55.0,0.0,795,6.678342114654332
Electric Vehicle,2019,2022-06-01,2022-06-30,36,06,74.0,0.0,738,6.6039438246004725
Electric Vehicle,2019,2022-07-01,2022-07-31,36,07,75.0,0.0,666,6.501289670540389
Electric Vehicle,2019,2022-08-01,2022-08-31,36,08,84.0,0.0,588,6.376726947898627
